ImageNumber,ObjectNumber,Metadata_ExperimentID,Metadata_FileLocation,Metadata_Frame,Metadata_ImageID,Metadata_Series,Metadata_Stain,Metadata_Treatment,Intensity_IntegratedIntensityEdge_ImageAfterMathLamina,Intensity_IntegratedIntensityEdge_RawInput,Intensity_IntegratedIntensity_ImageAfterMathLamina,Intensity_IntegratedIntensity_RawInput,Intensity_LowerQuartileIntensity_ImageAfterMathLamina,Intensity_LowerQuartileIntensity_RawInput,Intensity_MADIntensity_ImageAfterMathLamina,Intensity_MADIntensity_RawInput,Intensity_MassDisplacement_ImageAfterMathLamina,Intensity_MassDisplacement_RawInput,Intensity_MaxIntensityEdge_ImageAfterMathLamina,Intensity_MaxIntensityEdge_RawInput,Intensity_MaxIntensity_ImageAfterMathLamina,Intensity_MaxIntensity_RawInput,Intensity_MeanIntensityEdge_ImageAfterMathLamina,Intensity_MeanIntensityEdge_RawInput,Intensity_MeanIntensity_ImageAfterMathLamina,Intensity_MeanIntensity_RawInput,Intensity_MedianIntensity_ImageAfterMathLamina,Intensity_MedianIntensity_RawInput,Intensity_MinIntensityEdge_ImageAfterMathLamina,Intensity_MinIntensityEdge_RawInput,Intensity_MinIntensity_ImageAfterMathLamina,Intensity_MinIntensity_RawInput,Intensity_StdIntensityEdge_ImageAfterMathLamina,Intensity_StdIntensityEdge_RawInput,Intensity_StdIntensity_ImageAfterMathLamina,Intensity_StdIntensity_RawInput,Intensity_UpperQuartileIntensity_ImageAfterMathLamina,Intensity_UpperQuartileIntensity_RawInput,Location_CenterMassIntensity_X_ImageAfterMathLamina,Location_CenterMassIntensity_X_RawInput,Location_CenterMassIntensity_Y_ImageAfterMathLamina,Location_CenterMassIntensity_Y_RawInput,Location_Center_X,Location_Center_Y,Location_MaxIntensity_X_ImageAfterMathLamina,Location_MaxIntensity_X_RawInput,Location_MaxIntensity_Y_ImageAfterMathLamina,Location_MaxIntensity_Y_RawInput,Number_Object_Number,Texture_AngularSecondMoment_RawInput_10_0,Texture_AngularSecondMoment_RawInput_10_90,Texture_AngularSecondMoment_RawInput_5_0,Texture_AngularSecondMoment_RawInput_5_90,Texture_Contrast_RawInput_10_0,Texture_Contrast_RawInput_10_90,Texture_Contrast_RawInput_5_0,Texture_Contrast_RawInput_5_90,Texture_Correlation_RawInput_10_0,Texture_Correlation_RawInput_10_90,Texture_Correlation_RawInput_5_0,Texture_Correlation_RawInput_5_90,Texture_DifferenceEntropy_RawInput_10_0,Texture_DifferenceEntropy_RawInput_10_90,Texture_DifferenceEntropy_RawInput_5_0,Texture_DifferenceEntropy_RawInput_5_90,Texture_DifferenceVariance_RawInput_10_0,Texture_DifferenceVariance_RawInput_10_90,Texture_DifferenceVariance_RawInput_5_0,Texture_DifferenceVariance_RawInput_5_90,Texture_Entropy_RawInput_10_0,Texture_Entropy_RawInput_10_90,Texture_Entropy_RawInput_5_0,Texture_Entropy_RawInput_5_90,Texture_InfoMeas1_RawInput_10_0,Texture_InfoMeas1_RawInput_10_90,Texture_InfoMeas1_RawInput_5_0,Texture_InfoMeas1_RawInput_5_90,Texture_InfoMeas2_RawInput_10_0,Texture_InfoMeas2_RawInput_10_90,Texture_InfoMeas2_RawInput_5_0,Texture_InfoMeas2_RawInput_5_90,Texture_InverseDifferenceMoment_RawInput_10_0,Texture_InverseDifferenceMoment_RawInput_10_90,Texture_InverseDifferenceMoment_RawInput_5_0,Texture_InverseDifferenceMoment_RawInput_5_90,Texture_SumAverage_RawInput_10_0,Texture_SumAverage_RawInput_10_90,Texture_SumAverage_RawInput_5_0,Texture_SumAverage_RawInput_5_90,Texture_SumEntropy_RawInput_10_0,Texture_SumEntropy_RawInput_10_90,Texture_SumEntropy_RawInput_5_0,Texture_SumEntropy_RawInput_5_90,Texture_SumVariance_RawInput_10_0,Texture_SumVariance_RawInput_10_90,Texture_SumVariance_RawInput_5_0,Texture_SumVariance_RawInput_5_90,Texture_Variance_RawInput_10_0,Texture_Variance_RawInput_10_90,Texture_Variance_RawInput_5_0,Texture_Variance_RawInput_5_90
18,8,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_7.tiff,0,7,0,LaminB1,R3-4si,0,69.61960968,0,632.6941343,0,0.078431375,0,0.035294116,nan,1.326864444,0,0.870588243,0,1,0,0.198913171,0,0.130938356,0,0.109803922,0,0.023529412,0,0.003921569,0,0.14151378,0,0.104032205,0,0.149019614,nan,1585.620155,nan,950.9674594,1585.349131,952.2663493,1588,1572,935,909,8,0.293454977,0.292775467,0.298102834,0.295927005,0.941086846,1.161063723,0.825799087,0.838365494,0.186265544,-0.024344527,0.42394432,0.336158919,0.898406863,0.94546421,0.868666551,0.879618415,0.655630273,0.828112141,0.578304195,0.580010797,1.592234685,1.576415922,1.615476827,1.601402096,-0.030023803,-0.004250658,-0.086757784,-0.048229646,0.218182213,0.083283584,0.371048034,0.278768773,0.765700987,0.756427278,0.778916359,0.773182487,2.831894363,2.802809834,2.897945205,2.854710556,1.206908737,1.184081733,1.253379208,1.227119776,1.367372795,1.105621809,2.038671577,1.676961352,0.652616057,0.706840726,0.749533788,0.702855928
18,9,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_7.tiff,0,7,0,LaminB1,R3-4si,0,102.8666691,0,1041.372577,0,0.062745102,0,0.031372551,nan,1.47078318,0,1,0,1,0,0.2045063,0,0.110139881,0,0.090196081,0,0.023529412,0,0.003921569,0,0.185825398,0,0.084491664,0,0.13333334,nan,654.8080926,nan,968.0964978,656.2444209,967.7800106,617,599,936,967,9,0.411131285,0.399429579,0.422549717,0.410971294,0.713702414,0.803445284,0.58240522,0.63838776,0.132228811,0.033579581,0.30546019,0.235078397,0.834036328,0.867165279,0.762772098,0.795273129,0.540549682,0.608026284,0.453859295,0.4911134,1.355144103,1.366194115,1.34794638,1.366956098,-0.020297047,-0.012672547,-0.076798726,-0.050770272,0.17102575,0.137130961,0.32757794,0.270567384,0.817176183,0.809099759,0.839935801,0.829800278,2.591209319,2.596480357,2.616604792,2.617150034,1.044823777,1.046680017,1.071047848,1.070504872,0.916113429,0.848697489,1.071142888,1.00791323,0.517875233,0.289579462,0.50515516,0.308714582
18,10,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_7.tiff,0,7,0,LaminB1,R3-4si,0,70.7058841,0,742.4902153,0,0.05882353,0,0.035294119,nan,8.061739385,0,1,0,1,0,0.169966068,0,0.119505909,0,0.090196081,0,0.015686275,0,0.003921569,0,0.165649405,0,0.121678651,0,0.13333334,nan,835.3910635,nan,1052.432741,843.3470143,1051.131016,824,792,1060,1054,10,0.384941164,0.380337257,0.407498252,0.402585945,1.412683478,1.410551369,0.9828125,0.944493862,0.10516429,0.162464307,0.426454825,0.47612459,0.968676604,0.991475706,0.872277892,0.881050452,1.109292721,1.087894923,0.778590103,0.736910766,1.516258779,1.536899368,1.502373311,1.513054431,-0.022609823,-0.018995614,-0.100587254,-0.096061498,0.195092674,0.179699829,0.392519142,0.385897385,0.790228844,0.781336861,0.817466661,0.81299827,2.744636808,2.761999207,2.783506944,2.796121687,1.172224111,1.180814952,1.185151001,1.189356414,1.68996465,1.891392116,2.39740159,2.621305008,1.046609116,1.082804797,0.981961775,1.000395466
18,11,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_7.tiff,0,7,0,LaminB1,R3-4si,0,28.50588316,0,28.50588316,0,0.102941178,0,0.107843138,nan,10.41656012,0,0.588235319,0,0.588235319,0,0.228047065,0,0.228047065,0,0.247058824,0,0.011764706,0,0.011764706,0,0.133813263,0,0.133813263,0,0.325490206,nan,1492.031091,nan,1268.563214,1502.4,1267.568,1474,1465,1277,1272,11,0.142857143,0,0.074074074,1,2.428571429,0,1.777777778,9,0.387970145,0,0.582365213,0,1.153741943,0,1.228310352,-2.22E-16,0.775510204,0,0.777777778,0,1.945910149,0,2.659322698,-2.22E-16,-0.262613615,0,-0.41058172,0,0.699046817,0,0.864226815,0,0.471428571,0,0.577777778,0.1,7.571428571,0,7.222222222,7,1.549826046,0,2.106170916,-2.22E-16,2.816326531,0,6.283950617,0,0.489795918,0,1.839506173,0
18,12,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_7.tiff,0,7,0,LaminB1,R3-4si,0,120.4078461,0,1418.50592,0,0.054901961,0,0.035294116,nan,7.808319221,0,1,0,1,0,0.19515048,0,0.118317284,0,0.086274512,0,0,0,0,0,0.189271987,0,0.120409675,0,0.129411772,nan,775.1727391,nan,1338.349302,782.5349904,1335.747936,812,746,1359,1326,12,0.373422488,0.409091843,0.400824236,0.412498799,1.694507576,0.848481946,1.130886796,0.645541373,0.050738335,0.443013013,0.359614195,0.610201218,1.064850064,0.865497785,0.933509073,0.801099673,1.295791868,0.653449866,0.881242099,0.496018296,1.608814411,1.510123081,1.577983444,1.517573063,-0.011569859,-0.104792143,-0.085809859,-0.167245137,0.138366487,0.393803882,0.365639449,0.493284187,0.767943431,0.812405379,0.801988377,0.828679839,2.804734848,2.766305909,2.821130265,2.817102562,1.222765122,1.168385559,1.213254714,1.200871174,1.872288187,2.19478847,2.395498065,2.666450339,0.982324586,0.801077611,0.939721348,0.829988467
18,13,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_7.tiff,0,7,0,LaminB1,R3-4si,0,66.57255076,0,127.2196114,0,0.086274512,0,0.039215691,nan,5.709282096,0,0.854901969,0,0.854901969,0,0.184411498,0,0.145560196,0,0.117647059,0,0.011764706,0,0.011764706,0,0.127540618,0,0.103575108,0,0.168627456,nan,636.5759995,nan,1378.973552,638.5961098,1384.313501,617,620,1294,1397,13,0.207041588,0.245408,0.218006855,0.222826062,1.604347826,0.576,1.153846154,0.626349892,-0.083821038,0.166286882,0.161902082,0.281296667,1.112096958,0.789602998,0.974597078,0.85257434,1.04510397,0.297216,0.755073108,0.362113925,1.903437785,1.585515145,1.847482959,1.752358723,-0.035451502,-0.02873493,-0.068367423,-0.054594595,0.262455702,0.214722384,0.356896581,0.30839946,0.695081762,0.7408,0.727279798,0.754211663,3.139130435,2.936,3.125223614,3.058315335,1.400753454,1.208380329,1.407971257,1.340158975,1.376294896,0.787904,1.562136578,1.113229991,1.052225898,0.354256,0.92286571,0.478212801
18,14,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_7.tiff,0,7,0,LaminB1,R3-4si,0,75.3725511,0,751.5647267,0,0.047058824,0,0.027450982,nan,2.230940021,0,0.941176474,0,0.992156863,0,0.170141199,0,0.095170916,0,0.070588239,0,0.011764706,0,0,0,0.149446588,0,0.089924234,0,0.109803922,nan,1013.128417,nan,1453.913681,1011.910219,1452.044701,1006,996,1417,1489,14,0.524156269,0.534927792,0.538847567,0.541164064,0.525543325,0.788130381,0.391240486,0.618293022,0.436127015,-0.000399991,0.604672229,0.219882041,0.730560188,0.801495573,0.655156786,0.747849894,0.42128524,0.644840662,0.317619819,0.505880746,1.1863508,1.1154513,1.172060099,1.132015102,-0.0862607,-0.005928799,-0.168501047,-0.043040193,0.32018654,0.083219143,0.441740084,0.226195471,0.858112166,0.846159948,0.876056285,0.857793433,2.512559977,2.44095941,2.538923755,2.460105644,0.938869432,0.881006708,0.951871812,0.894976261,1.337620966,0.785567099,1.587248461,0.945378137,0.481550702,0.28077215,0.506022408,0.280330912
18,15,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_7.tiff,0,7,0,LaminB1,R3-4si,0,132.4431408,0,1399.243176,0,0.109803922,0,0.047058821,nan,4.267466065,0,0.831372559,0,1,0,0.28000664,0,0.174621637,0,0.149019614,0,0.031372551,0,0.011764706,0,0.146629889,0,0.10574378,0,0.20784314,nan,512.3256466,nan,1579.112674,508.9829028,1576.459878,554,497,1549,1565,15,0.168718847,0.17057974,0.169992339,0.172646559,1.218389103,1.091158625,0.958384167,0.888948426,0.237121873,0.267800376,0.405599727,0.438182236,1.050330156,1.010141094,0.966613251,0.947910081,0.695262238,0.638911118,0.553158814,0.526210487,2.117667069,2.09505452,2.117307326,2.106420712,-0.031100282,-0.043321735,-0.075855292,-0.093988943,0.266481274,0.309009537,0.402301032,0.440454835,0.681887761,0.700622984,0.71003518,0.724460464,3.423304708,3.420543196,3.483801003,3.492833222,1.538805488,1.547233398,1.584381835,1.598979778,1.883738798,1.825599358,2.217746268,2.251556139,0.581496864,0.557180578,0.681633445,0.703562892
18,16,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_7.tiff,0,7,0,LaminB1,R3-4si,0,92.44313977,0,1396.847098,0,0.05882353,0,0.023529414,nan,0.925457736,0,0.627451003,0,0.627451003,0,0.149826807,0,0.086922657,0,0.082352944,0,0.019607844,0,0.003921569,0,0.077679825,0,0.042559775,0,0.109803922,nan,1616.039641,nan,1598.96699,1616.071064,1598.042066,1603,1600,1683,1683,16,0.218458333,0.217158103,0.216117978,0.214541194,0.651946786,0.669524393,0.630087448,0.648179454,0.076519878,0.07809861,0.130161759,0.122764035,0.84404655,0.851691752,0.835968317,0.840347668,0.337091119,0.358534331,0.333628714,0.343530005,1.686921954,1.699687849,1.70286379,1.714609625,-0.006111996,-0.004593278,-0.012778439,-0.010035014,0.101680451,0.08855505,0.147354825,0.131526757,0.728493172,0.731844146,0.736253124,0.733409221,3.032388382,3.046744234,3.062463015,3.074057217,1.218958289,1.235594989,1.247760678,1.257042551,0.759903838,0.782805111,0.818637658,0.829300964,0.349596246,0.351019569,0.360786408,0.354836724
18,17,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_7.tiff,0,7,0,LaminB1,R3-4si,0,103.3372577,0,1258.725525,0,0.062745102,0,0.027450982,nan,2.893843747,0,0.494117647,0,0.494117647,0,0.167212391,0,0.097666475,0,0.086274512,0,0.019607844,0,0.003921569,0,0.081396845,0,0.051964288,0,0.121568628,nan,745.9679134,nan,1634.419335,743.1083954,1633.974938,714,733,1690,1592,17,0.153016724,0.151514452,0.151807459,0.15302536,1.157034744,1.28448821,1.053529172,1.144324731,0.185560245,0.056756793,0.285054561,0.189025351,1.062004517,1.097178273,1.022220746,1.059444606,0.598783656,0.66302755,0.53778134,0.595861583,2.26074265,2.250248986,2.274102411,2.263120726,-0.01768577,-0.003189096,-0.037909124,-0.017272523,0.201414093,0.085978623,0.29226176,0.1981948,0.665392828,0.652379224,0.673080491,0.668189496,3.921568627,3.882012829,3.967278662,3.925081433,1.572922538,1.531356278,1.609693385,1.577045691,1.677199053,1.433544923,1.890320583,1.675586574,0.664888608,0.604803527,0.704910187,0.667942038
18,18,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_7.tiff,0,7,0,LaminB1,R3-4si,0,149.4392187,0,1559.321609,0,0.054901961,0,0.027450982,nan,5.887401314,0,1,0,1,0,0.258545361,0,0.111835445,0,0.078431375,0,0.015686275,0,0,0,0.255520401,0,0.125518879,0,0.117647059,nan,1210.358882,nan,1725.347937,1212.94291,1730.637955,1220,1225,1789,1663,18,0.503856975,0.49255095,0.500737765,0.492988518,0.855977609,1.099579131,0.577983041,0.804433052,0.452471412,0.179223217,0.658198425,0.461295733,0.793797661,0.83082518,0.725208454,0.771401242,0.708024955,0.920101454,0.472780845,0.669737854,1.273085819,1.285670501,1.289048535,1.309106088,-0.10326412,-0.058790064,-0.186246,-0.150716272,0.36677253,0.285638861,0.486876123,0.447437246,0.84609647,0.839856216,0.860585398,0.852142206,2.62455018,2.596760105,2.678831012,2.659529554,1.008854277,1.018631677,1.045232258,1.05392166,2.253039832,1.559147766,2.780405902,2.167403156,0.854387048,0.786771907,0.904945366,0.805410488
18,19,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_7.tiff,0,7,0,LaminB1,R3-4si,0,81.05098267,0,1250.235329,0,0.06666667,0,0.035294116,nan,5.389488296,0,1,0,1,0,0.155867274,0,0.11645262,0,0.098039217,0,0.031372551,0,0,0,0.100452428,0,0.078997151,0,0.137254909,nan,757.3271886,nan,1872.355616,760.2675112,1867.83886,750,701,1820,1893,19,0.313403371,0.310028849,0.324071197,0.325427697,0.857355918,0.877308984,0.640270593,0.659292909,0.083339378,0.059668408,0.313569485,0.302305423,0.952870481,0.963480286,0.862480885,0.867106526,0.573638255,0.580485293,0.429212069,0.450947452,1.608526624,1.609723631,1.59203726,1.597829635,-0.01022496,-0.007437133,-0.053318523,-0.051672397,0.129022285,0.111185317,0.289622916,0.286921179,0.764321081,0.759042279,0.787873735,0.791195003,2.769788005,2.769416457,2.786709113,2.789847916,1.194941197,1.192004038,1.217490258,1.221892143,1.012625107,0.985979005,1.224701983,1.229586842,0.491678737,0.436096606,0.482067028,0.457717102
18,20,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_7.tiff,0,7,0,LaminB1,R3-4si,0,49.55686407,0,717.6235494,0,0.054901961,0,0.02352941,nan,1.37437586,0,0.678431392,0,0.678431392,0,0.101759474,0,0.08036998,0,0.074509807,0,0.003921569,0,0,0,0.065237596,0,0.037855315,0,0.101960786,nan,1285.107577,nan,1871.769282,1284.434427,1872.967522,1300,1282,1824,1803,20,0.259158594,0.259505118,0.259530674,0.260488508,0.55379257,0.561394448,0.553020295,0.553114872,0.011144899,0.017159787,0.016298009,0.066197558,0.783844992,0.787329182,0.780370494,0.782360775,0.295861712,0.301814395,0.293871196,0.301130395,1.490168612,1.493709525,1.492394317,1.495087498,-0.000639623,-0.001169833,-0.001257158,-0.008411025,0.031063529,0.042097889,0.043436665,0.1125842,0.750657895,0.750349401,0.749861895,0.753956954,2.826754386,2.827372498,2.825627477,2.829192174,1.089127623,1.093200793,1.092210329,1.10256933,0.56583219,0.580787221,0.571251483,0.631369639,0.274387328,0.297138261,0.278537011,0.305738556
18,21,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_7.tiff,0,7,0,LaminB1,R3-4si,0,74.1137276,0,1099.788266,0,0.062745102,0,0.027450979,nan,2.697110558,0,0.690196097,0,0.760784328,0,0.145321035,0,0.102401142,0,0.090196081,0,0.015686275,0,0.003921569,0,0.094238256,0,0.061817906,0,0.125490203,nan,903.1267125,nan,1921.800874,902.4229981,1924.404562,902,946,2000,1938,21,0.240820635,0.236849305,0.243966374,0.239390313,0.877678475,0.910732714,0.755224478,0.822100313,0.058903576,0.047269808,0.226416897,0.165310574,0.94937075,0.952821398,0.905097197,0.920761794,0.523751493,0.549369196,0.449587198,0.503043551,1.728302987,1.741823686,1.731152022,1.751232316,-0.004269745,-0.004853957,-0.025311527,-0.019390443,0.086658517,0.093395423,0.2089929,0.185411141,0.728487268,0.727204468,0.742665483,0.740949705,2.930009691,2.94871001,2.95220478,2.968456113,1.252889627,1.263492429,1.283125358,1.295257676,0.986594842,0.998091731,1.197195669,1.146340406,0.431713996,0.510268052,0.486983958,0.509598154
19,1,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_8.tiff,0,8,0,LaminB1,R3-4si,0,78.12549238,0,1239.317681,0,0.05882353,0,0.031372547,nan,0.90182499,0,0.619607866,0,1,0,0.137787465,0,0.10740252,0,0.086274512,0,0.019607844,0,0.003921569,0,0.099911379,0,0.086461253,0,0.125490203,nan,1470.273129,nan,353.348408,1470.535142,352.485484,1524,1488,337,300,1,0.42499274,0.426774874,0.442998841,0.438735018,0.828588201,0.855091254,0.600809047,0.689831138,0.161578775,0.085731835,0.399159158,0.317548561,0.86004968,0.865202027,0.777309712,0.804385934,0.636212285,0.662006956,0.464960857,0.539637135,1.367516407,1.352573024,1.343375859,1.365981457,-0.025155033,-0.013173171,-0.098629706,-0.069044898,0.185320454,0.133779682,0.361557301,0.305974242,0.813346691,0.814873424,0.836338363,0.83240259,2.602974269,2.586217214,2.621219086,2.622286138,1.049714086,1.03897676,1.0641652,1.070057861,1.147917971,1.015280265,1.399045935,1.331724519,0.488121487,0.484006536,0.49893531,0.503105876
19,2,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_8.tiff,0,8,0,LaminB1,R3-4si,0,77.82353163,0,947.4588499,0,0.05882353,0,0.031372551,nan,5.742391222,0,0.576470613,0,1,0,0.151999085,0,0.103876642,0,0.086274512,0,0.019607844,0,0.003921569,0,0.083425098,0,0.079359508,0,0.125490203,nan,310.4811632,nan,532.1536949,305.6146256,535.2019515,327,354,537,507,2,0.431209107,0.436357027,0.433097328,0.445813136,0.798247874,0.767339218,0.701991465,0.598169229,-0.013646717,0.133336193,0.185189794,0.305231824,0.871813338,0.855894263,0.834377809,0.788261748,0.600233194,0.582753586,0.532016088,0.458455932,1.286151417,1.317104943,1.319572378,1.305526415,-0.002834373,-0.014255802,-0.0226101,-0.046847526,0.062853086,0.138345627,0.175437642,0.248179267,0.808057002,0.814316773,0.819568221,0.833421561,2.534656016,2.561034048,2.56685633,2.567656378,0.983917617,1.008608104,1.015036681,1.016375558,0.772117693,1.002895274,1.019356689,1.123253855,0.312792783,0.429508451,0.410850962,0.420025821
19,3,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_8.tiff,0,8,0,LaminB1,R3-4si,0,85.00000235,0,1402.184353,0,0.070588239,0,0.027450979,nan,1.701679019,0,0.80392158,0,0.80392158,0,0.147058828,0,0.104461324,0,0.094117649,0,0.019607844,0,0.003921569,0,0.115627845,0,0.059733929,0,0.125490203,nan,866.8770546,nan,734.9479216,867.7275572,736.4218133,831,847,699,674,3,0.243357193,0.246707447,0.245501565,0.249613715,0.7765616,0.83940061,0.711536957,0.74177436,0.067698669,0.023154357,0.19096196,0.135344845,0.908073482,0.924506704,0.879240411,0.880967101,0.44696031,0.499254512,0.415774535,0.444583845,1.674659656,1.673117977,1.684340488,1.668029319,-0.008081537,-0.001931057,-0.01981168,-0.014250638,0.116274764,0.057331954,0.182367386,0.155534148,0.731883447,0.731420894,0.743850185,0.744960504,2.907085837,2.896461226,2.925224873,2.908744946,1.21084716,1.213221821,1.241484315,1.235413607,0.889317744,0.878629536,1.047204926,0.971693129,0.409844234,0.470192995,0.426132562,0.474037134
19,4,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_8.tiff,0,8,0,LaminB1,R3-4si,0,110.5294146,0,1077.274539,0,0.074509807,0,0.039215684,nan,6.740034951,0,1,0,1,0,0.23466967,0,0.141653457,0,0.105882354,0,0.023529412,0,0,0,0.173485533,0,0.128219685,0,0.160784319,nan,1278.082856,nan,763.608267,1284.191321,760.7596318,1312,1236,698,797,4,0.261914107,0.267964212,0.275238046,0.277489507,1.664933837,1.338341254,1.174605452,0.962606232,0.06840254,0.35674031,0.401990273,0.55370301,1.118599119,1.044884931,0.99938443,0.944839739,1.172416435,0.947500641,0.845751746,0.689429736,1.856402593,1.904668338,1.859844287,1.873506523,-0.014224588,-0.056278723,-0.087744272,-0.13410436,0.168636657,0.325137706,0.40212931,0.486996807,0.728027044,0.747589452,0.765212513,0.777250515,3.018431002,3.104706423,3.093400287,3.152691218,1.380658864,1.435894125,1.426570535,1.459624435,1.870328225,2.821015716,2.732596329,3.350056497,1.130482329,1.013419867,1.06856316,1.05858694
19,5,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_8.tiff,0,8,0,LaminB1,R3-4si,0,83.2117669,0,902.6627698,0,0.082352944,0,0.043137252,nan,4.48901647,0,1,0,1,0,0.185740551,0,0.139364331,0,0.121568628,0,0.027450981,0,0,0,0.125544854,0,0.087664623,0,0.168627456,nan,131.0833569,nan,926.5717594,135.5042458,925.7926509,123,121,956,971,5,0.210016078,0.214100699,0.214397348,0.217620697,1.008585293,0.953674419,0.819120135,0.744256757,0.097296592,0.147004338,0.2582797,0.325803316,1.000543174,0.974416956,0.93133608,0.90428295,0.6204642,0.594789832,0.515781992,0.46649927,1.876032167,1.870738483,1.868252461,1.85532693,-0.014601177,-0.022767935,-0.042830937,-0.059041214,0.168424044,0.207887705,0.283350867,0.328769231,0.723231703,0.732438602,0.749273332,0.75715192,3.105263158,3.101023256,3.13248731,3.132432432,1.371924443,1.382961922,1.406460089,1.41119633,1.212137286,1.275189651,1.384308365,1.460502191,0.557910879,0.547551325,0.553839716,0.538697955
19,6,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_8.tiff,0,8,0,LaminB1,R3-4si,0,81.23529628,0,962.9098301,0,0.078431375,0,0.035294116,nan,2.332061805,0,0.498039216,0,0.941176474,0,0.16444392,0,0.128182885,0,0.109803922,0,0.031372551,0,0.007843138,0,0.083782079,0,0.080587322,0,0.149019614,nan,305.9942657,nan,950.8093524,304.1573482,949.3726038,265,338,1012,944,6,0.254007114,0.252250778,0.260235628,0.258299737,0.947826087,0.819286257,0.865281899,0.626117814,0.018415097,0.269536651,0.229232982,0.452415338,0.963812663,0.923701126,0.92888648,0.845675974,0.606832586,0.502035908,0.568790339,0.381131457,1.688855495,1.74185989,1.729046797,1.720990429,-0.006635395,-0.045185076,-0.041503879,-0.089484198,0.110421715,0.282354435,0.270666474,0.388688522,0.740035501,0.741835699,0.756159537,0.765087206,2.891638796,2.953834472,2.942433234,2.971327182,1.244584489,1.29327989,1.305507301,1.318854821,0.970866545,1.417762442,1.374727611,1.65851073,0.314397238,0.509306753,0.511624541,0.549525755
