"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"AreaShape_Zernike_9_3",43,5123,0.00550334470826295,0.00300244747283777,0.00503933347634541,0.00531352580263851,0.00313350589380406,0.000121808913383483,0.0183527194491915,0.018230910535808,0.581063552937863,-0.0941218681204794,4.19481913413725e-05
"AreaShape_Zernike_9_5",44,5123,0.00507965122469169,0.00299751865504106,0.00459770841790847,0.00482138990054353,0.00300402044639007,7.58403807168464e-05,0.0182048722377217,0.0181290318570048,0.800917356251881,0.458788024420096,4.1879329190113e-05
"AreaShape_Zernike_9_7",45,5123,0.00444714383833879,0.00284835747555598,0.0039041430229973,0.0041441369909641,0.00264747273947812,3.63004081702465e-05,0.0224870876712118,0.0224507872630416,1.06147745457529,1.38844233829729,3.97953487860092e-05
"AreaShape_Zernike_9_9",46,5123,0.00299267729549842,0.00214861328724921,0.00247050757420982,0.00269677290182764,0.00179634074113973,2.66108440637558e-05,0.0124004308639236,0.0123738200198599,1.32630255353119,1.80917484001505,3.00189902096632e-05
"Children_FilteredChromatin_Count",47,5123,1.41186804606676,0.810531810753586,1,1.22761649182727,0,1,10,9,2.96059221605139,13.2998045166877,0.0113242092637261
"Intensity_IntegratedIntensityEdge_DNA",48,5123,2.89791427339821,1.83086761911931,2.3631800042931,2.57823860846458,1.04907498032232,0.694880597991869,21.2834671945311,20.5885865965392,2.91944181700642,13.4631085177778,0.0255796598949159
"Intensity_IntegratedIntensityEdge_Rhodamine",49,5123,4.13907293154988,2.7397348634675,3.50415812805295,3.71246966213001,1.76796683299402,0.870298313675448,33.6180366035551,32.7477382898796,3.07908830681809,17.0805448556631,0.0382777461777675
"Intensity_IntegratedIntensity_DNA",50,5123,59.475397051886,57.0316020649578,45.0109410050791,49.7489572679761,34.9046592988106,6.00593575811945,1006.68003873806,1000.67410297995,4.06921558690584,38.1735776676013,0.796807463767121
"Intensity_IntegratedIntensity_Rhodamine",51,5123,120.388784865515,136.663536934646,78.1477080881595,93.828020121839,75.5060230359868,6.72767223464325,1779.80186792277,1773.07419568812,3.27333956597849,17.7052505649156,1.90937168712727
"Intensity_LowerQuartileIntensity_DNA",52,5123,0.00384695865557913,0.0012344018711087,0.00340276188217104,0.0036017266753084,0.000384591439599171,0.00299076829105616,0.0225719083100557,0.0195811400189996,5.27614965315629,46.3407821443682,1.72462387268594e-05
"Intensity_LowerQuartileIntensity_Rhodamine",53,5123,0.00748516169326042,0.00356548044510875,0.00669871084392071,0.00695468091463184,0.00269214042238891,0.00318913557566702,0.0364385433495045,0.0332494077738375,2.34932915068763,9.20277699374636,4.98145120900255e-05
"Intensity_MADIntensity_DNA",54,5123,0.000549789455285899,0.000903785399483729,0.000198367284610868,0.000352798353664343,0.000226229913393036,1.52590218931437e-05,0.0151369497179985,0.0151216906961054,4.58989464723024,36.1876277005394,1.26270861395785e-05
"Intensity_MADIntensity_Rhodamine",55,5123,0.0013346848658308,0.00156276565391664,0.000854505226016045,0.00104002201734063,0.000814428930915892,0,0.017624169588089,0.017624169588089,3.39079220616813,18.1930862058374,2.18339182501203e-05
"Intensity_MassDisplacement_DNA",56,5123,2.37712159979974,2.79145891538858,1.4390377681161,1.83302458918493,1.43345097901691,0.00128855845737975,29.2802578982544,29.278969339797,2.9258788531158,13.0713580176971,0.039000400094802
"Intensity_MassDisplacement_Rhodamine",57,5123,1.5190880259691,1.58648155210919,1.07126734533176,1.24809988616143,1.013596551566,0.0015475425108674,19.2582132054865,19.2566656629756,3.26920446574979,19.8738711528994,0.0221652609444434
"Intensity_MaxIntensityEdge_DNA",58,5123,0.00876639903056367,0.00616502001937588,0.00654612062498927,0.00762076290218906,0.00314460093956441,0.00305180437862873,0.0624856948852539,0.0594338905066252,2.84386621389716,13.014422524854,8.61335432961777e-05
"Intensity_MaxIntensityEdge_Rhodamine",59,5123,0.00696307037239478,0.00262718878755926,0.00642404844984412,0.00663166632818998,0.00221705653415993,0.0032501716632396,0.0291752498596907,0.0259250781964511,1.75608179261457,5.90421547831562,3.67053275527525e-05
"Intensity_MaxIntensity_DNA",60,5123,0.0109130482402691,0.00853877063458407,0.00772106507793069,0.0092174172212619,0.00416263675801456,0.00306706340052187,0.0624856948852539,0.059418631484732,2.43465455993368,7.73890626739789,0.00011929800192677
"Intensity_MaxIntensity_Rhodamine",61,5123,0.0148079083800147,0.0107829960571718,0.0115358205512166,0.0128861566274817,0.00696789196450263,0.00332646677270532,0.0624856948852539,0.0591592281125486,2.03496087985789,4.93542921691294,0.000150652821050684
"Intensity_MeanIntensityEdge_DNA",62,5123,0.00444973235156616,0.00171246976394981,0.00391386772975233,0.00413830682994852,0.000890171098748989,0.00300361713659905,0.0304087477752707,0.0274051306386717,4.40369812631241,36.4948400482977,2.39254841173246e-05
"Intensity_MeanIntensityEdge_Rhodamine",63,5123,0.00622314715551949,0.00203415213007913,0.00583478559181094,0.00598950024125303,0.001808394533906,0.00319331842158071,0.0216868426754013,0.0184935242538206,1.44280482180175,3.89290383238404,2.84198153479671e-05
"Intensity_MeanIntensity_DNA",64,5123,0.00491430256566762,0.00222769058187562,0.00414951692182562,0.00449207850642163,0.00107449623113047,0.00300434013786062,0.0287795171987852,0.0257751770609246,3.73362552915871,23.3338045987856,3.11238053698803e-05
"Intensity_MeanIntensity_Rhodamine",65,5123,0.00899932841347056,0.0051485763424896,0.00773676181208593,0.00818125634205179,0.00360058103331239,0.00320456353017318,0.0501814536905537,0.0469768901603805,2.44827276453489,9.40509356228306,7.19324709272232e-05
"Intensity_MedianIntensity_DNA",66,5123,0.00432406372511398,0.00191651956491523,0.00364690623246133,0.00393341963313916,0.000656067749904467,0.0030060273129493,0.0281071178615093,0.02510109054856,4.6954945653391,34.9523972748034,2.67763316913461e-05
"Intensity_MedianIntensity_Rhodamine",67,5123,0.0088199709202871,0.0051580891157865,0.00757610448636115,0.0079847365545273,0.00354050302910619,0.00320439459756017,0.0624856948852539,0.0592813002876937,2.78113465219737,12.9488503959668,7.20653770440014e-05
"Intensity_MinIntensityEdge_DNA",68,5123,0.00342530045421474,0.000596195972808402,0.00317387655377388,0.00331764789089146,0.000203607232728973,0.00294499122537673,0.0130464639514685,0.0101014727260917,4.59841286804632,45.7125701461241,8.32965204906146e-06
"Intensity_MinIntensityEdge_Rhodamine",69,5123,0.00581513500874039,0.00177752832555463,0.00549324788153171,0.00561829826472612,0.00162885786183178,0.00312809948809445,0.017532616853714,0.0144045173656195,1.30462305185684,2.92306292245579,2.48344389001419e-05
"Intensity_MinIntensity_DNA",70,5123,0.0034078313604491,0.000588164203812106,0.00315861753188074,0.00330207244579179,0.000203607232728973,0.00292973220348358,0.0130464639514685,0.0101167317479849,4.62633281120599,47.0640928417741,8.21743753549734e-06
"Intensity_MinIntensity_Rhodamine",71,5123,0.00572156441062013,0.00174770624315972,0.00538643496111035,0.00552512479232132,0.00156098912945017,0.00309758144430816,0.017532616853714,0.0144350354094058,1.34036961750432,3.08361547339403,2.4417784677273e-05
"Intensity_StdIntensityEdge_DNA",72,5123,0.00116203943091483,0.00131252502255749,0.000684057215100034,0.000918885224254368,0.000652577089940227,1.67995322563115e-05,0.0156019706085417,0.0155851710762854,3.06870209230477,15.6097488533948,1.8337723235685e-05
"Intensity_StdIntensityEdge_Rhodamine",73,5123,0.000185264405722161,0.000165554301790306,0.000142812351842593,0.000158080058343776,0.000103010041754271,1.99278294963369e-05,0.00328112053470345,0.00326119270520712,4.46032482832122,45.5525865285073,2.31301416318311e-06
"Intensity_StdIntensity_DNA",74,5123,0.00151655580664534,0.00171810541444023,0.000893022651029246,0.00118397614316475,0.00083319677659585,1.73255113392641e-05,0.0148844009113715,0.0148670754000322,2.59878339164963,9.6100678152927,2.40042216630249e-05
"Intensity_StdIntensity_Rhodamine",75,5123,0.00191726346539864,0.0021108872109661,0.00125232216990364,0.00151738632523199,0.00117432098031442,2.87143534653318e-05,0.0186238605190979,0.0185951461656326,2.79507924708245,11.1797774345179,2.94919066617245e-05
"Intensity_UpperQuartileIntensity_DNA",76,5123,0.00551554375723886,0.00312157355040028,0.00440985755994916,0.00490245410668847,0.00135738155152648,0.00302128633484244,0.0381780713796616,0.0351567850448191,3.7174965136344,22.6466171099158,4.36125413560012e-05
"Intensity_UpperQuartileIntensity_Rhodamine",77,5123,0.0103029062870669,0.00669300424350472,0.00857557076960802,0.00919075395308015,0.00441149038765579,0.00321965361945331,0.0624856948852539,0.0592660412658006,2.7034335516736,11.4736351803734,9.35101863380124e-05
"Math_AreaSquareMicron",78,5123,307.497214300663,206.81435492989,270.525025921389,281.936834351366,195.260784868195,51.5023931462807,1242.07957604131,1190.57718289503,1.21667231960315,1.80859003963694,2.88947207610659
"Math_AspectRatio",79,5123,1.92618944624594,0.751267423795745,1.76875211665053,1.82589006731254,0.495778245318025,1.04910015549553,16.8328554053677,15.7837552498722,5.78064186058092,78.0867513500341,0.0104962068202772
"Math_BeadAreaEquiv",80,5123,9.68725220848032,7.18191288323702,8.31679083054518,8.72128971151786,5.34368170095828,0.591475130040221,63.6371826774639,63.0457075474236,1.74234286049999,4.99965383062202,0.100340891405621
"Math_MaxFeretMicron",81,5123,28.4636752725819,10.5007944058739,28.1013506098287,27.8601794987626,10.1937154581227,9.01513804348498,83.8347000394135,74.8195619959285,0.800440908226384,1.66349293484194,0.146710088006197
"Math_MinFeretMicron",82,5123,15.5699648733476,5.9672251785232,14.886731391586,15.0758539366618,5.67729562950791,3.6606265612259,49.1745320719168,45.5139055106909,0.823504400136942,0.835086806992013,0.0833700858483834
"Math_SpindletoChromatinArea",83,5123,2.08734996156805,2.40403013919595,1.55973154362416,1.67877596483382,0.882713130239249,0.0808199985251825,51.0016051364366,50.9207851379114,7.04471192384845,84.0025367782389,0.0335875039219602
"Math_TotalChromatinArea",84,5123,210.556503599702,156.101899001684,180.768948796097,189.560902206068,116.14717064128,12.8559608717966,1383.1809469947,1370.3249861229,1.74234286049999,4.99965383062202,2.18095150283686
"Math_TotalChromatinIntegratedIntensity",85,5123,52.3478629833778,59.9879886781159,35.7334405079018,41.9136339041449,25.0977136602998,1.62023346265778,1387.49941724725,1385.87918378459,6.33555315952074,85.7958717761618,0.838112123532113
"Math_TotalChromatinMaxFeret",86,5123,30.6719525681861,16.9851428631947,28.0815771417367,28.8113657276331,12.1692623465914,4.3569294556105,185.969787030372,181.612857574762,2.14748290335753,9.92379866403373,0.237305075020153
"Math_TotalChromatinPerimeter",87,5123,146.568925153207,143.094724839273,113.080582524273,122.298790611967,64.1318062135929,14.0394822006474,2595.29320388349,2581.25372168284,5.26075689363132,48.0300671830173,1.99922395039456
"Mean_FilteredChromatin_AreaShape_Area",88,5123,6401.30721675358,4714.25682231862,5720,5811.98058062942,4109.273,491,31338,30847,1.47402076991235,3.36020314650372,65.8644485886988
"Mean_FilteredChromatin_AreaShape_Compactness",89,5123,2.02544423232877,1.62957925892498,1.72359624263245,1.81939217233796,0.576075594562644,1.00114545053191,48.1885706517845,47.1874252012526,15.2378673496223,339.677242514752,0.0227673933275204
"Mean_FilteredChromatin_AreaShape_Eccentricity",90,5123,0.832794756701766,0.129372500001605,0.866291037871003,0.851458170723199,0.109914932141467,0.140599101414933,0.999642860189561,0.859043758774628,-1.43737642109698,2.42049703437794,0.00180750618736046
"Mean_FilteredChromatin_AreaShape_EulerNumber",91,5123,-4.09050268165045,12.3585179411352,-1,-1.68835372158134,2.9652,-277,1,278,-9.07831876453625,134.955023637026,0.17266496082962
"Mean_FilteredChromatin_AreaShape_Extent",92,5123,0.465573827096542,0.120551593292409,0.468328141225338,0.466248303971381,0.122489766368888,0.0263771402364452,0.836226293796207,0.809849153559762,-0.0753202781791106,-0.138567771767866,0.00168426636858287
"Mean_FilteredChromatin_AreaShape_FormFactor",93,5123,0.260593092774078,0.157439430202681,0.234650234849597,0.245423167919181,0.147652280164359,0.00312849272642503,0.908705307515314,0.905576814788889,0.969190367748393,1.02836266395515,0.00219963859570094
"Mean_FilteredChromatin_AreaShape_MajorAxisLength",94,5123,147.079973245282,78.2272026245519,139.716993017185,140.705807470593,70.8690018934216,27.0493710046251,1289.27952432796,1262.23015332334,2.80116560893281,26.3659944752733,1.09293824237781
"Mean_FilteredChromatin_AreaShape_MaxFeretDiameter",95,5123,146.061258661349,72.2890311847648,141.152399908751,141.007397380229,68.0212178684137,26.9258240356725,1072.4798366403,1045.55401260463,2.05330631050588,16.0878785220402,1.00997407596772
"Mean_FilteredChromatin_AreaShape_MaximumRadius",96,5123,22.0130527779665,10.7315678235362,20.6155281280883,21.0082827371072,9.27296552120895,2.99535239245728,115.550854605234,112.555502212777,1.27927442072329,3.54364346584309,0.149934300109215
"Mean_FilteredChromatin_AreaShape_MeanRadius",97,5123,7.34931715914537,3.53979157988181,6.86478119646541,7.01561701442331,3.13649855573205,1.34091449314313,29.8302268005707,28.4893123074276,1.16338887788155,2.42734509595695,0.0494556044176579
"Mean_FilteredChromatin_AreaShape_MedianRadius",98,5123,6.35976371654444,3.09537365729404,5.97471986159785,6.06659668484138,2.76938396770181,1,28.6530975637888,27.6530975637888,1.12520138432113,2.2499768483966,0.0432464939433198
"Mean_FilteredChromatin_AreaShape_MinFeretDiameter",99,5123,73.34304959271,32.7998493369843,68.5060143798069,70.5067418460988,29.6067087278363,13.9645495108991,303,289.035450489101,1.07530353381055,2.161685093613,0.45825759431374
"Mean_FilteredChromatin_AreaShape_MinorAxisLength",100,5123,65.4159293782594,29.6019039678819,60.6575694890429,62.4967683799147,25.2899909152611,10.8336609735485,359.319327021812,348.485666048264,1.423622245085,4.68001506204781,0.413578036900677
"Mean_FilteredChromatin_AreaShape_Orientation",101,5123,0.118965394754986,47.4923180206686,1.15645005853776,0.155634563234318,54.3153386912252,-89.9309695492203,89.9775129557743,179.908482504995,-0.0118231456074368,-0.9611347477319,0.663530956527733
"Mean_FilteredChromatin_AreaShape_Perimeter",102,5123,678.467979683128,530.481844852922,560.411999999999,596.311687014252,315.008021999998,86.764,7552.07399999992,7465.30999999992,3.5339610387143,22.6513696640888,7.4115381309177
"Mean_FilteredChromatin_AreaShape_Solidity",103,5123,0.709879832432607,0.128588629265621,0.724502428340158,0.718257567916574,0.125207080159119,0.0744175465867946,0.982503656356644,0.908086109769849,-0.660883643035628,0.522094602792363,0.00179655446883168
"Mean_FilteredChromatin_AreaShape_Zernike_0_0",104,5123,0.376453938251364,0.138950135054304,0.362777832995769,0.368630483191822,0.136846526316072,0.0154166290413398,0.942255732954016,0.926839103912676,0.555545488729032,0.308980617710479,0.00194131850928219
"Mean_FilteredChromatin_AreaShape_Zernike_1_1",105,5123,0.0440541677596707,0.0243019307764709,0.0405138601981623,0.0422812925534037,0.0248959551470971,0.000523782511406029,0.158483659669987,0.157959877158581,0.715962835857327,0.428939909235369,0.000339530350288753
"Mean_FilteredChromatin_AreaShape_Zernike_2_0",106,5123,0.11844568017304,0.0413668490547827,0.120490291197085,0.119391219884872,0.0441215904615418,0.000178026147388017,0.222552007942479,0.222373981795091,-0.206630856289036,-0.424018633654558,0.000577949994142482
"Mean_FilteredChromatin_AreaShape_Zernike_2_2",107,5123,0.0602994720288576,0.0199268291297939,0.0606884944714357,0.0605335713027891,0.0200860592220193,0.00123166559730972,0.127866294323046,0.126634628725736,-0.0928107157819292,-0.167716280213994,0.000278404351358521
"Mean_FilteredChromatin_AreaShape_Zernike_3_1",108,5123,0.0297846387642373,0.0162495283110759,0.0275863969485922,0.0286372253915435,0.0164331463977596,0.000227501945411702,0.0883199968647879,0.0880924949193762,0.613709321200053,-0.08030726905137,0.000227027559671447
"Mean_FilteredChromatin_AreaShape_Zernike_3_3",109,5123,0.0168513538108441,0.0105036223426627,0.014942491657847,0.015674320800258,0.00895373682679949,1.83245734767565e-05,0.0855501044281695,0.0855317798546928,1.46013551933165,3.79325355995681,0.000146749598050783
"Mean_FilteredChromatin_AreaShape_Zernike_4_0",110,5123,0.0234232562471968,0.014534794701713,0.0217102353161405,0.0224329148300489,0.0152301489305965,6.09593583861334e-06,0.0915084341245354,0.0915023381886968,0.634090063151152,0.172553732274684,0.000203070446617592
"Mean_FilteredChromatin_AreaShape_Zernike_4_2",111,5123,0.0336624493246523,0.0137508160892107,0.0338328832926,0.0337917385141246,0.0150317203553706,0.000461162901907871,0.068938742402985,0.0684775795010772,-0.0658202915176716,-0.623689452601168,0.00019211722091013
"Mean_FilteredChromatin_AreaShape_Zernike_4_4",112,5123,0.0235281570586829,0.00816701826520136,0.0237036627754512,0.0236516945409069,0.00850556046901767,0.000886666595229946,0.0592103700365146,0.0583237034412847,-0.0991146523338935,-0.244998258048994,0.000114104126042661
"Mean_FilteredChromatin_AreaShape_Zernike_5_1",113,5123,0.0160306749780243,0.00810823661130755,0.0151486288149003,0.0155767321534704,0.00819051572809918,0.000136295009190296,0.0623134010481854,0.0621771060389951,0.52747557809926,0.0213720559772237,0.00011328286802326
"Mean_FilteredChromatin_AreaShape_Zernike_5_3",114,5123,0.0150348851647045,0.00783511203503448,0.0141179212834702,0.0144971802226016,0.00784346547526549,3.85764427007531e-05,0.0527250742267353,0.0526864977840345,0.648588816836604,0.278867103445227,0.000109466953810211
"Mean_FilteredChromatin_AreaShape_Zernike_5_5",115,5123,0.00879793495705006,0.00547156414195924,0.0078094191700272,0.00820479221335264,0.00478962592379089,0.00010725453280275,0.0443108287290243,0.0442035741962216,1.26987974410154,2.57613984086404,7.64450408008521e-05
"Mean_FilteredChromatin_AreaShape_Zernike_6_0",116,5123,0.0127819741216864,0.00824362452325642,0.0115917284519069,0.0121461253000027,0.00843311534011273,8.11058333174212e-07,0.0664898248817839,0.0664890138234508,0.704635224856618,0.27073773082701,0.000115174417529827
"Mean_FilteredChromatin_AreaShape_Zernike_6_2",117,5123,0.0127365088204472,0.00590652012680334,0.0123410514295589,0.0124863533807454,0.00594465063223646,0.000171984631802945,0.03783430178425,0.037662317152447,0.451072113131557,0.126996324656314,8.25219553988187e-05
"Mean_FilteredChromatin_AreaShape_Zernike_6_4",118,5123,0.0152901474661049,0.00681704996275768,0.0150081740451207,0.0151334732040196,0.00729938668893274,0.000209317171236956,0.0406101096325325,0.0404007924612955,0.230204636807971,-0.393717155053436,9.52432703014708e-05
