"","x_idx_a","x_idx_b","p-value"
"1",5,1,0
"2",6,1,0
"3",7,1,0
"4",8,1,0
"5",9,1,0
"6",10,1,0
"7",11,1,0
"8",12,1,0
"9",14,1,0
"10",15,1,0
"11",21,1,0
"12",22,1,0
"13",26,1,0
"14",27,1,0
"15",34,1,0
"16",35,1,0
"17",40,1,0
"18",44,1,0
"19",45,1,0
"20",46,1,0
"21",47,1,0
"22",48,1,0
"23",49,1,0
"24",50,1,0
"25",51,1,0
"26",53,1,0
"27",54,1,0
"28",55,1,0
"29",56,1,0
"30",57,1,0
"31",59,1,0
"32",60,1,0
"33",61,1,0
"34",63,1,0
"35",64,1,0
"36",65,1,0
"37",66,1,0
"38",67,1,0
"39",69,1,0
"40",73,1,0
"41",74,1,0
"42",75,1,0
"43",76,1,0
"44",77,1,0
"45",78,1,0
"46",79,1,0
"47",80,1,0
"48",81,1,0
"49",82,1,0
"50",83,1,0
"51",84,1,0
"52",85,1,0
"53",86,1,0
"54",87,1,0
"55",91,1,0
"56",92,1,0
"57",93,1,0
"58",94,1,0
"59",95,1,0
"60",98,1,0
"61",99,1,0
"62",101,1,0
"63",102,1,0
"64",103,1,0
"65",133,1,0
"66",134,1,0
"67",135,1,0
"68",136,1,0
"69",137,1,0
"70",138,1,0
"71",139,1,0
"72",140,1,0
"73",141,1,0
"74",143,1,0
"75",144,1,0
"76",145,1,0
"77",146,1,0
"78",147,1,0
"79",148,1,0
"80",149,1,0
"81",150,1,0
"82",151,1,0
"83",152,1,0
"84",153,1,0
"85",154,1,0
"86",155,1,0
"87",156,1,0
"88",157,1,0
"89",158,1,0
"90",159,1,0
"91",160,1,0
"92",161,1,0
"93",162,1,0
"94",164,1,0
"95",165,1,0
"96",3,2,0
"97",4,2,0
"98",5,2,0
"99",6,2,0
"100",7,2,0
"101",8,2,0
"102",9,2,0
"103",10,2,0
"104",12,2,0
"105",14,2,0
"106",15,2,0
"107",16,2,0
"108",17,2,0
"109",18,2,0
"110",19,2,0
"111",52,2,0
"112",54,2,0
"113",60,2,0
"114",64,2,0
"115",66,2,0
"116",68,2,0
"117",70,2,0
"118",74,2,0
"119",76,2,0
"120",78,2,0
"121",80,2,0
"122",85,2,0
"123",88,2,0
"124",91,2,0
"125",93,2,0
"126",94,2,0
"127",102,2,0
"128",138,2,0
"129",144,2,0
"130",146,2,0
"131",148,2,0
"132",150,2,0
"133",152,2,0
"134",158,2,0
"135",160,2,0
"136",162,2,0
"137",165,2,0
"138",2,3,0
"139",4,3,0
"140",5,3,0
"141",6,3,0
"142",7,3,0
"143",8,3,0
"144",9,3,0
"145",10,3,0
"146",11,3,0
"147",12,3,0
"148",15,3,0
"149",16,3,0
"150",17,3,0
"151",18,3,0
"152",19,3,0
"153",20,3,0
"154",21,3,0
"155",23,3,0
"156",24,3,0
"157",25,3,0
"158",27,3,0
"159",30,3,0
"160",31,3,0
"161",32,3,0
"162",35,3,0
"163",39,3,0
"164",40,3,0
"165",45,3,0
"166",50,3,0
"167",51,3,0
"168",52,3,0
"169",53,3,0
"170",54,3,0
"171",58,3,0
"172",60,3,0
"173",62,3,0
"174",63,3,0
"175",64,3,0
"176",65,3,0
"177",66,3,0
"178",67,3,0
"179",68,3,0
"180",69,3,0
"181",70,3,0
"182",74,3,0
"183",75,3,0
"184",76,3,0
"185",78,3,0
"186",80,3,0
"187",81,3,0
"188",134,3,0
"189",136,3,0
"190",138,3,0
"191",140,3,0
"192",143,3,0
"193",144,3,0
"194",146,3,0
"195",147,3,0
"196",148,3,0
"197",150,3,0
"198",152,3,0
"199",153,3,0
"200",154,3,0
"201",155,3,0
"202",156,3,0
"203",157,3,0
"204",158,3,0
"205",160,3,0
"206",162,3,0
"207",163,3,0
"208",165,3,0
"209",2,4,0
"210",3,4,0
"211",5,4,0
"212",6,4,0
"213",7,4,0
"214",8,4,0
"215",9,4,0
"216",10,4,0
"217",12,4,0
"218",14,4,0
"219",15,4,0
"220",16,4,0
"221",18,4,0
"222",19,4,0
"223",20,4,0
"224",23,4,0
"225",25,4,0
"226",26,4,0
"227",30,4,0
"228",33,4,0
"229",34,4,0
"230",39,4,0
"231",44,4,0
"232",47,4,0
"233",48,4,0
"234",52,4,0
"235",53,4,0
"236",54,4,0
"237",55,4,0
"238",56,4,0
"239",57,4,0
"240",60,4,0
"241",64,4,0
"242",66,4,0
"243",68,4,0
"244",70,4,0
"245",71,4,0
"246",74,4,0
"247",76,4,0
"248",78,4,0
"249",80,4,0
"250",85,4,0
"251",88,4,0
"252",134,4,0
"253",136,4,0
"254",138,4,0
"255",140,4,0
"256",144,4,0
"257",146,4,0
"258",148,4,0
"259",150,4,0
"260",152,4,0
"261",154,4,0
"262",156,4,0
"263",158,4,0
"264",160,4,0
"265",162,4,0
"266",165,4,0
"267",1,5,0
"268",2,5,0
"269",3,5,0
"270",4,5,0
"271",6,5,0
"272",7,5,0
"273",8,5,0
"274",9,5,0
"275",10,5,0
"276",11,5,0
"277",14,5,0
"278",15,5,0
"279",16,5,0
"280",18,5,0
"281",19,5,0
"282",20,5,0
"283",23,5,0
"284",24,5,0
"285",25,5,0
"286",26,5,0
"287",30,5,0
"288",33,5,0
"289",34,5,0
"290",39,5,0
"291",43,5,0
"292",44,5,0
"293",46,5,0
"294",47,5,0
"295",48,5,0
"296",49,5,0
"297",52,5,0
"298",54,5,0
"299",55,5,0
"300",56,5,0
"301",57,5,0
"302",58,5,0
"303",60,5,0
"304",61,5,0
"305",62,5,0
"306",64,5,0
"307",66,5,0
"308",67,5,0
"309",69,5,0
"310",71,5,0
"311",72,5,0
"312",74,5,0
"313",76,5,0
"314",77,5,0
"315",78,5,0
"316",79,5,0
"317",80,5,0
"318",81,5,0
"319",83,5,0
"320",84,5,0
"321",85,5,0
"322",86,5,0
"323",92,5,0
"324",102,5,0
"325",138,5,0
"326",140,5,0
"327",143,5,0
"328",144,5,0
"329",146,5,0
"330",147,5,0
"331",148,5,0
"332",150,5,0
"333",152,5,0
"334",153,5,0
"335",155,5,0
"336",158,5,0
"337",160,5,0
"338",162,5,0
"339",163,5,0
"340",165,5,0
"341",1,6,0
"342",2,6,0
"343",3,6,0
"344",4,6,0
"345",5,6,0
"346",7,6,0
"347",8,6,0
"348",9,6,0
"349",10,6,0
"350",11,6,0
"351",12,6,0
"352",14,6,0
"353",15,6,0
"354",16,6,0
"355",18,6,0
"356",20,6,0
"357",23,6,0
"358",26,6,0
"359",30,6,0
"360",34,6,0
"361",39,6,0
"362",44,6,0
"363",46,6,0
"364",47,6,0
"365",48,6,0
"366",49,6,0
"367",50,6,0
"368",51,6,0
"369",55,6,0
"370",56,6,0
"371",57,6,0
"372",58,6,0
"373",59,6,0
"374",62,6,0
"375",63,6,0
"376",67,6,0
"377",68,6,0
"378",69,6,0
"379",70,6,0
"380",73,6,0
"381",77,6,0
"382",78,6,0
"383",79,6,0
"384",80,6,0
"385",81,6,0
"386",82,6,0
"387",83,6,0
"388",84,6,0
"389",85,6,0
"390",86,6,0
"391",87,6,0
"392",88,6,0
"393",91,6,0
"394",92,6,0
"395",93,6,0
"396",94,6,0
"397",98,6,0
"398",99,6,0
"399",101,6,0
"400",102,6,0
"401",133,6,0
"402",134,6,0
"403",135,6,0
"404",136,6,0
"405",137,6,0
"406",139,6,0
"407",143,6,0
"408",145,6,0
"409",147,6,0
"410",149,6,0
"411",151,6,0
"412",153,6,0
"413",155,6,0
"414",157,6,0
"415",159,6,0
"416",161,6,0
"417",163,6,0
"418",164,6,0
"419",165,6,0
"420",1,7,0
"421",2,7,0
"422",3,7,0
"423",4,7,0
"424",5,7,0
"425",6,7,0
"426",8,7,0
"427",9,7,0
"428",10,7,0
"429",11,7,0
"430",12,7,0
"431",14,7,0
"432",15,7,0
"433",16,7,0
"434",18,7,0
"435",20,7,0
"436",23,7,0
"437",26,7,0
"438",30,7,0
"439",34,7,0
"440",39,7,0
"441",44,7,0
"442",46,7,0
"443",47,7,0
"444",48,7,0
"445",49,7,0
"446",50,7,0
"447",51,7,0
"448",52,7,0
"449",55,7,0
"450",56,7,0
"451",57,7,0
"452",58,7,0
"453",59,7,0
"454",61,7,0
"455",62,7,0
"456",63,7,0
"457",65,7,0
"458",67,7,0
"459",68,7,0
"460",69,7,0
"461",70,7,0
"462",73,7,0
"463",77,7,0
"464",78,7,0
"465",79,7,0
"466",80,7,0
"467",81,7,0
"468",82,7,0
"469",83,7,0
"470",84,7,0
"471",85,7,0
"472",86,7,0
"473",87,7,0
"474",88,7,0
"475",91,7,0
"476",92,7,0
"477",93,7,0
"478",94,7,0
"479",95,7,0
"480",98,7,0
"481",99,7,0
"482",101,7,0
"483",102,7,0
"484",133,7,0
"485",134,7,0
"486",135,7,0
"487",136,7,0
"488",137,7,0
"489",139,7,0
"490",143,7,0
"491",145,7,0
"492",147,7,0
"493",149,7,0
"494",151,7,0
"495",153,7,0
"496",155,7,0
"497",157,7,0
"498",159,7,0
"499",161,7,0
"500",163,7,0
"501",164,7,0
"502",165,7,0
"503",1,8,0
"504",2,8,0
"505",3,8,0
"506",4,8,0
"507",5,8,0
"508",6,8,0
"509",7,8,0
"510",9,8,0
"511",10,8,0
"512",11,8,0
"513",12,8,0
"514",14,8,0
"515",15,8,0
"516",16,8,0
"517",17,8,0
"518",18,8,0
"519",21,8,0
"520",23,8,0
"521",27,8,0
"522",30,8,0
"523",31,8,0
"524",35,8,0
"525",39,8,0
"526",40,8,0
"527",45,8,0
"528",46,8,0
"529",47,8,0
"530",48,8,0
"531",49,8,0
"532",50,8,0
"533",51,8,0
"534",52,8,0
"535",53,8,0
"536",54,8,0
"537",55,8,0
"538",56,8,0
"539",59,8,0
"540",60,8,0
"541",61,8,0
"542",63,8,0
"543",64,8,0
"544",65,8,0
"545",66,8,0
"546",67,8,0
"547",69,8,0
"548",72,8,0
"549",73,8,0
"550",74,8,0
"551",75,8,0
"552",76,8,0
"553",77,8,0
"554",78,8,0
"555",79,8,0
"556",80,8,0
"557",81,8,0
"558",82,8,0
"559",83,8,0
"560",84,8,0
"561",85,8,0
"562",86,8,0
"563",87,8,0
"564",91,8,0
"565",92,8,0
"566",93,8,0
"567",94,8,0
"568",95,8,0
"569",96,8,0
"570",97,8,0
"571",98,8,0
"572",99,8,0
"573",101,8,0
"574",102,8,0
"575",103,8,0
"576",117,8,0
"577",133,8,0
"578",134,8,0
"579",135,8,0
"580",136,8,0
"581",137,8,0
"582",138,8,0
"583",139,8,0
"584",140,8,0
"585",141,8,0
"586",143,8,0
"587",144,8,0
"588",145,8,0
"589",146,8,0
"590",147,8,0
"591",148,8,0
"592",149,8,0
"593",150,8,0
"594",151,8,0
"595",152,8,0
"596",153,8,0
"597",154,8,0
"598",155,8,0
"599",156,8,0
"600",157,8,0
"601",158,8,0
"602",159,8,0
"603",160,8,0
"604",161,8,0
"605",162,8,0
"606",164,8,0
"607",1,9,0
"608",2,9,0
"609",3,9,0
"610",4,9,0
"611",5,9,0
"612",6,9,0
"613",7,9,0
"614",8,9,0
"615",10,9,0
"616",11,9,0
"617",12,9,0
"618",14,9,0
"619",15,9,0
"620",16,9,0
"621",17,9,0
"622",18,9,0
"623",19,9,0
"624",21,9,0
"625",23,9,0
"626",30,9,0
"627",31,9,0
"628",39,9,0
"629",40,9,0
"630",46,9,0
"631",47,9,0
"632",48,9,0
"633",49,9,0
"634",50,9,0
"635",51,9,0
"636",52,9,0
"637",53,9,0
"638",54,9,0
"639",55,9,0
"640",56,9,0
"641",59,9,0
"642",60,9,0
"643",63,9,0
"644",64,9,0
"645",65,9,0
"646",66,9,0
"647",67,9,0
"648",69,9,0
"649",72,9,0
"650",73,9,0
"651",74,9,0
"652",75,9,0
"653",76,9,0
"654",77,9,0
"655",78,9,0
"656",79,9,0
"657",80,9,0
"658",81,9,0
"659",83,9,0
"660",84,9,0
"661",85,9,0
"662",86,9,0
"663",87,9,0
"664",91,9,0
"665",92,9,0
"666",93,9,0
"667",94,9,0
"668",95,9,0
"669",96,9,0
"670",97,9,0
"671",98,9,0
"672",99,9,0
"673",101,9,0
"674",102,9,0
"675",103,9,0
"676",117,9,0
"677",133,9,0
"678",134,9,0
"679",135,9,0
"680",136,9,0
"681",137,9,0
"682",138,9,0
"683",139,9,0
"684",140,9,0
"685",141,9,0
"686",143,9,0
"687",144,9,0
"688",145,9,0
"689",146,9,0
"690",147,9,0
"691",148,9,0
"692",149,9,0
"693",150,9,0
"694",151,9,0
"695",152,9,0
"696",153,9,0
"697",154,9,0
"698",155,9,0
"699",156,9,0
"700",157,9,0
"701",158,9,0
"702",159,9,0
"703",160,9,0
"704",161,9,0
"705",162,9,0
"706",164,9,0
"707",1,10,0
"708",2,10,0
"709",3,10,0
"710",4,10,0
"711",5,10,0
"712",6,10,0
"713",7,10,0
"714",8,10,0
"715",9,10,0
"716",11,10,0
"717",12,10,0
"718",14,10,0
"719",15,10,0
"720",16,10,0
"721",18,10,0
"722",19,10,0
"723",23,10,0
"724",30,10,0
"725",39,10,0
"726",40,10,0
"727",46,10,0
"728",47,10,0
"729",48,10,0
"730",49,10,0
"731",50,10,0
"732",51,10,0
"733",52,10,0
"734",53,10,0
"735",54,10,0
"736",55,10,0
"737",56,10,0
"738",59,10,0
"739",60,10,0
"740",63,10,0
"741",64,10,0
"742",65,10,0
"743",66,10,0
"744",67,10,0
"745",69,10,0
"746",72,10,0
"747",73,10,0
"748",74,10,0
"749",75,10,0
"750",76,10,0
"751",77,10,0
"752",78,10,0
"753",79,10,0
"754",80,10,0
"755",81,10,0
"756",83,10,0
"757",84,10,0
"758",85,10,0
"759",86,10,0
"760",87,10,0
"761",91,10,0
"762",92,10,0
"763",93,10,0
"764",94,10,0
"765",95,10,0
"766",96,10,0
"767",97,10,0
"768",98,10,0
"769",99,10,0
"770",101,10,0
"771",102,10,0
"772",103,10,0
"773",117,10,0
"774",133,10,0
"775",134,10,0
"776",135,10,0
"777",136,10,0
"778",137,10,0
"779",138,10,0
"780",139,10,0
"781",140,10,0
"782",141,10,0
"783",143,10,0
"784",144,10,0
"785",145,10,0
"786",146,10,0
"787",147,10,0
"788",148,10,0
"789",149,10,0
"790",150,10,0
"791",151,10,0
"792",152,10,0
"793",153,10,0
"794",154,10,0
"795",155,10,0
"796",156,10,0
"797",157,10,0
"798",158,10,0
"799",159,10,0
"800",160,10,0
"801",161,10,0
"802",162,10,0
"803",164,10,0
"804",1,11,0
"805",3,11,0
"806",5,11,0
"807",6,11,0
"808",7,11,0
"809",8,11,0
"810",9,11,0
"811",10,11,0
"812",12,11,0
"813",14,11,0
"814",15,11,0
"815",16,11,0
"816",17,11,0
"817",21,11,0
"818",22,11,0
"819",23,11,0
"820",24,11,0
"821",26,11,0
"822",27,11,0
"823",30,11,0
"824",31,11,0
"825",33,11,0
"826",34,11,0
"827",35,11,0
"828",39,11,0
"829",40,11,0
"830",43,11,0
"831",44,11,0
"832",45,11,0
"833",46,11,0
"834",47,11,0
"835",48,11,0
"836",49,11,0
"837",50,11,0
"838",51,11,0
"839",52,11,0
"840",53,11,0
"841",54,11,0
"842",55,11,0
"843",56,11,0
"844",59,11,0
"845",60,11,0
"846",61,11,0
"847",63,11,0
"848",64,11,0
"849",65,11,0
"850",66,11,0
"851",67,11,0
"852",69,11,0
"853",73,11,0
"854",74,11,0
"855",75,11,0
"856",76,11,0
"857",77,11,0
"858",78,11,0
"859",79,11,0
"860",80,11,0
"861",81,11,0
"862",82,11,0
"863",83,11,0
"864",84,11,0
"865",85,11,0
"866",86,11,0
"867",87,11,0
"868",91,11,0
"869",92,11,0
"870",93,11,0
"871",94,11,0
"872",95,11,0
"873",98,11,0
"874",99,11,0
"875",101,11,0
"876",102,11,0
"877",103,11,0
"878",133,11,0
"879",134,11,0
"880",135,11,0
"881",136,11,0
"882",137,11,0
"883",138,11,0
"884",139,11,0
"885",140,11,0
"886",141,11,0
"887",143,11,0
"888",144,11,0
"889",145,11,0
"890",146,11,0
"891",147,11,0
"892",148,11,0
"893",149,11,0
"894",150,11,0
"895",151,11,0
"896",152,11,0
"897",153,11,0
"898",154,11,0
"899",155,11,0
"900",156,11,0
"901",157,11,0
"902",158,11,0
"903",159,11,0
"904",160,11,0
"905",161,11,0
"906",162,11,0
"907",164,11,0
"908",165,11,0
"909",1,12,0
"910",2,12,0
"911",3,12,0
"912",4,12,0
"913",6,12,0
"914",7,12,0
"915",8,12,0
"916",9,12,0
"917",10,12,0
"918",11,12,0
"919",14,12,0
"920",15,12,0
"921",16,12,0
"922",17,12,0
"923",21,12,0
"924",22,12,0
"925",23,12,0
"926",24,12,0
"927",26,12,0
"928",27,12,0
"929",30,12,0
"930",31,12,0
"931",33,12,0
"932",34,12,0
"933",35,12,0
"934",39,12,0
"935",40,12,0
"936",44,12,0
"937",45,12,0
"938",46,12,0
"939",47,12,0
"940",48,12,0
"941",49,12,0
"942",50,12,0
"943",51,12,0
"944",52,12,0
"945",53,12,0
"946",54,12,0
"947",55,12,0
"948",56,12,0
"949",59,12,0
"950",60,12,0
"951",61,12,0
"952",63,12,0
"953",64,12,0
"954",65,12,0
"955",66,12,0
"956",67,12,0
"957",69,12,0
"958",73,12,0
"959",74,12,0
"960",75,12,0
"961",76,12,0
"962",77,12,0
"963",78,12,0
"964",79,12,0
"965",80,12,0
"966",81,12,0
"967",82,12,0
"968",83,12,0
"969",84,12,0
"970",85,12,0
"971",86,12,0
"972",87,12,0
"973",91,12,0
"974",92,12,0
"975",93,12,0
"976",94,12,0
"977",95,12,0
"978",98,12,0
"979",99,12,0
"980",101,12,0
"981",102,12,0
"982",103,12,0
"983",133,12,0
"984",134,12,0
"985",135,12,0
"986",136,12,0
"987",137,12,0
"988",138,12,0
"989",139,12,0
"990",140,12,0
"991",141,12,0
"992",143,12,0
"993",144,12,0
"994",145,12,0
"995",146,12,0
"996",147,12,0
"997",148,12,0
"998",149,12,0
"999",150,12,0
"1000",151,12,0
"1001",152,12,0
"1002",153,12,0
"1003",154,12,0
"1004",155,12,0
"1005",156,12,0
"1006",157,12,0
"1007",158,12,0
"1008",159,12,0
"1009",160,12,0
"1010",161,12,0
"1011",162,12,0
"1012",164,12,0
"1013",165,12,0
"1014",137,13,0
"1015",147,13,0
"1016",153,13,0
"1017",155,13,0
"1018",1,14,0
"1019",2,14,0
"1020",4,14,0
"1021",5,14,0
"1022",6,14,0
"1023",7,14,0
"1024",8,14,0
"1025",9,14,0
"1026",10,14,0
"1027",11,14,0
"1028",12,14,0
"1029",15,14,0
"1030",16,14,0
"1031",18,14,0
"1032",20,14,0
"1033",21,14,0
"1034",22,14,0
"1035",24,14,0
"1036",25,14,0
"1037",26,14,0
"1038",31,14,0
"1039",33,14,0
"1040",34,14,0
"1041",40,14,0
"1042",43,14,0
"1043",44,14,0
"1044",46,14,0
"1045",47,14,0
"1046",48,14,0
"1047",49,14,0
"1048",50,14,0
"1049",51,14,0
"1050",53,14,0
"1051",55,14,0
"1052",56,14,0
"1053",57,14,0
"1054",58,14,0
"1055",59,14,0
"1056",60,14,0
"1057",61,14,0
"1058",63,14,0
"1059",65,14,0
"1060",67,14,0
"1061",69,14,0
"1062",72,14,0
"1063",73,14,0
"1064",74,14,0
"1065",75,14,0
"1066",77,14,0
"1067",79,14,0
"1068",80,14,0
"1069",81,14,0
"1070",82,14,0
"1071",83,14,0
"1072",84,14,0
"1073",85,14,0
"1074",86,14,0
"1075",87,14,0
"1076",90,14,0
"1077",91,14,0
"1078",92,14,0
"1079",93,14,0
"1080",94,14,0
"1081",98,14,0
"1082",99,14,0
"1083",101,14,0
"1084",102,14,0
"1085",133,14,0
"1086",134,14,0
"1087",135,14,0
"1088",136,14,0
"1089",137,14,0
"1090",139,14,0
"1091",141,14,0
"1092",143,14,0
"1093",145,14,0
"1094",147,14,0
"1095",149,14,0
"1096",151,14,0
"1097",153,14,0
"1098",155,14,0
"1099",157,14,0
"1100",159,14,0
"1101",161,14,0
"1102",165,14,0
"1103",1,15,0
"1104",2,15,0
"1105",3,15,0
"1106",4,15,0
"1107",5,15,0
"1108",6,15,0
"1109",7,15,0
"1110",8,15,0
"1111",9,15,0
"1112",10,15,0
"1113",11,15,0
"1114",12,15,0
"1115",14,15,0
"1116",16,15,0
"1117",17,15,0
"1118",18,15,0
"1119",19,15,0
"1120",20,15,0
"1121",21,15,0
"1122",22,15,0
"1123",24,15,0
"1124",25,15,0
"1125",26,15,0
"1126",27,15,0
"1127",31,15,0
"1128",32,15,0
"1129",33,15,0
"1130",34,15,0
"1131",35,15,0
"1132",40,15,0
"1133",42,15,0
"1134",43,15,0
"1135",44,15,0
"1136",45,15,0
"1137",46,15,0
"1138",47,15,0
"1139",48,15,0
"1140",49,15,0
"1141",50,15,0
"1142",52,15,0
"1143",54,15,0
"1144",55,15,0
"1145",56,15,0
"1146",57,15,0
"1147",58,15,0
"1148",61,15,0
"1149",62,15,0
"1150",64,15,0
"1151",66,15,0
"1152",71,15,0
"1153",72,15,0
"1154",76,15,0
"1155",77,15,0
"1156",78,15,0
"1157",79,15,0
"1158",80,15,0
"1159",81,15,0
"1160",83,15,0
"1161",84,15,0
"1162",85,15,0
"1163",86,15,0
"1164",88,15,0
"1165",91,15,0
"1166",96,15,0
"1167",97,15,0
"1168",102,15,0
"1169",138,15,0
"1170",140,15,0
"1171",144,15,0
"1172",146,15,0
"1173",148,15,0
"1174",150,15,0
"1175",152,15,0
"1176",158,15,0
"1177",160,15,0
"1178",162,15,0
"1179",165,15,0
"1180",2,16,0
"1181",3,16,0
"1182",4,16,0
"1183",5,16,0
"1184",6,16,0
"1185",7,16,0
"1186",8,16,0
"1187",9,16,0
"1188",10,16,0
"1189",11,16,0
"1190",12,16,0
"1191",14,16,0
"1192",15,16,0
"1193",17,16,0
"1194",18,16,0
"1195",20,16,0
"1196",21,16,0
"1197",23,16,0
"1198",24,16,0
"1199",26,16,0
"1200",27,16,0
"1201",30,16,0
"1202",31,16,0
"1203",35,16,0
"1204",39,16,0
"1205",40,16,0
"1206",45,16,0
"1207",47,16,0
"1208",48,16,0
"1209",50,16,0
"1210",51,16,0
"1211",52,16,0
"1212",53,16,0
"1213",54,16,0
"1214",57,16,0
"1215",58,16,0
"1216",60,16,0
"1217",62,16,0
"1218",63,16,0
"1219",64,16,0
"1220",65,16,0
"1221",66,16,0
"1222",67,16,0
"1223",68,16,0
"1224",69,16,0
"1225",70,16,0
"1226",71,16,0
"1227",74,16,0
"1228",75,16,0
"1229",76,16,0
"1230",78,16,0
"1231",80,16,0
"1232",81,16,0
"1233",134,16,0
"1234",136,16,0
"1235",138,16,0
"1236",140,16,0
"1237",141,16,0
"1238",144,16,0
"1239",146,16,0
"1240",148,16,0
"1241",150,16,0
"1242",152,16,0
"1243",154,16,0
"1244",156,16,0
"1245",157,16,0
"1246",158,16,0
"1247",160,16,0
"1248",162,16,0
"1249",165,16,0
"1250",2,17,0
"1251",3,17,0
"1252",8,17,0
"1253",9,17,0
"1254",11,17,0
"1255",12,17,0
"1256",15,17,0
"1257",16,17,0
"1258",18,17,0
"1259",19,17,0
"1260",20,17,0
"1261",21,17,0
"1262",22,17,0
"1263",23,17,0
"1264",24,17,0
"1265",25,17,0
"1266",26,17,0
"1267",27,17,0
"1268",28,17,0
"1269",29,17,0
"1270",30,17,0
"1271",31,17,0
"1272",32,17,0
"1273",33,17,0
"1274",34,17,0
"1275",35,17,0
"1276",36,17,0
"1277",37,17,0
"1278",38,17,0
"1279",39,17,0
"1280",40,17,0
"1281",41,17,0
"1282",42,17,0
"1283",43,17,0
"1284",44,17,0
"1285",45,17,0
"1286",49,17,0
"1287",50,17,0
"1288",51,17,0
"1289",53,17,0
"1290",54,17,0
"1291",55,17,0
"1292",60,17,0
"1293",64,17,0
"1294",65,17,0
"1295",66,17,0
"1296",67,17,0
"1297",68,17,0
"1298",69,17,0
"1299",70,17,0
"1300",74,17,0
"1301",76,17,0
"1302",78,17,0
"1303",81,17,0
"1304",138,17,0
"1305",144,17,0
"1306",146,17,0
"1307",148,17,0
"1308",150,17,0
"1309",152,17,0
"1310",154,17,0
"1311",156,17,0
"1312",162,17,0
"1313",2,18,0
"1314",3,18,0
"1315",4,18,0
"1316",5,18,0
"1317",6,18,0
"1318",7,18,0
"1319",8,18,0
"1320",9,18,0
"1321",10,18,0
"1322",14,18,0
"1323",15,18,0
"1324",16,18,0
"1325",17,18,0
"1326",19,18,0
"1327",20,18,0
"1328",21,18,0
"1329",24,18,0
"1330",25,18,0
"1331",26,18,0
"1332",30,18,0
"1333",33,18,0
"1334",34,18,0
"1335",36,18,0
"1336",39,18,0
"1337",43,18,0
"1338",44,18,0
"1339",46,18,0
"1340",47,18,0
"1341",48,18,0
"1342",52,18,0
"1343",53,18,0
"1344",54,18,0
"1345",55,18,0
"1346",56,18,0
"1347",57,18,0
"1348",60,18,0
"1349",64,18,0
"1350",66,18,0
"1351",74,18,0
"1352",76,18,0
"1353",78,18,0
"1354",80,18,0
"1355",85,18,0
"1356",88,18,0
"1357",134,18,0
"1358",136,18,0
"1359",138,18,0
"1360",140,18,0
"1361",144,18,0
"1362",146,18,0
"1363",148,18,0
"1364",150,18,0
"1365",152,18,0
"1366",158,18,0
"1367",160,18,0
"1368",162,18,0
"1369",165,18,0
"1370",2,19,0
"1371",3,19,0
"1372",4,19,0
"1373",5,19,0
"1374",9,19,0
"1375",10,19,0
"1376",15,19,0
"1377",17,19,0
"1378",18,19,0
"1379",21,19,0
"1380",22,19,0
"1381",23,19,0
"1382",24,19,0
"1383",25,19,0
"1384",26,19,0
"1385",31,19,0
"1386",39,19,0
"1387",47,19,0
"1388",52,19,0
"1389",61,19,0
"1390",66,19,0
"1391",138,19,0
"1392",148,19,0
"1393",165,19,0
"1394",3,20,0
"1395",4,20,0
"1396",5,20,0
"1397",6,20,0
"1398",7,20,0
"1399",14,20,0
"1400",15,20,0
"1401",16,20,0
"1402",17,20,0
"1403",18,20,0
"1404",21,20,0
"1405",22,20,0
"1406",25,20,0
"1407",26,20,0
"1408",27,20,0
"1409",28,20,0
"1410",29,20,0
"1411",32,20,0
"1412",33,20,0
"1413",34,20,0
"1414",35,20,0
"1415",36,20,0
"1416",37,20,0
"1417",38,20,0
"1418",41,20,0
"1419",42,20,0
"1420",43,20,0
"1421",44,20,0
"1422",47,20,0
"1423",48,20,0
"1424",52,20,0
"1425",64,20,0
"1426",66,20,0
"1427",76,20,0
"1428",80,20,0
"1429",148,20,0
"1430",165,20,0
"1431",1,21,0
"1432",3,21,0
"1433",8,21,0
"1434",9,21,0
"1435",11,21,0
"1436",12,21,0
"1437",14,21,0
"1438",15,21,0
"1439",16,21,0
"1440",17,21,0
"1441",18,21,0
"1442",19,21,0
"1443",20,21,0
"1444",22,21,0
"1445",23,21,0
"1446",24,21,0
"1447",25,21,0
"1448",26,21,0
"1449",27,21,0
"1450",28,21,0
"1451",29,21,0
"1452",30,21,0
"1453",31,21,0
"1454",32,21,0
"1455",33,21,0
"1456",34,21,0
"1457",35,21,0
"1458",36,21,0
"1459",39,21,0
"1460",40,21,0
"1461",42,21,0
"1462",43,21,0
"1463",44,21,0
"1464",45,21,0
"1465",46,21,0
"1466",48,21,0
"1467",49,21,0
"1468",50,21,0
"1469",54,21,0
"1470",55,21,0
"1471",56,21,0
"1472",60,21,0
"1473",64,21,0
"1474",66,21,0
"1475",74,21,0
"1476",76,21,0
"1477",77,21,0
"1478",78,21,0
"1479",79,21,0
"1480",81,21,0
"1481",83,21,0
"1482",85,21,0
"1483",134,21,0
"1484",138,21,0
"1485",144,21,0
"1486",146,21,0
"1487",148,21,0
"1488",150,21,0
"1489",152,21,0
"1490",162,21,0
"1491",165,21,0
"1492",1,22,0
"1493",11,22,0
"1494",12,22,0
"1495",14,22,0
"1496",15,22,0
"1497",17,22,0
