"","x_idx_a","x_idx_b","p-value"
"9372",87,75,6.00852700927135e-12
"9373",24,76,6.00852700927135e-12
"9374",109,86,6.00852700927135e-12
"9375",75,87,6.00852700927135e-12
"9376",104,88,6.00852700927135e-12
"9377",163,90,6.00852700927135e-12
"9378",164,92,6.00852700927135e-12
"9379",48,94,6.00852700927135e-12
"9380",18,95,6.00852700927135e-12
"9381",110,95,6.00852700927135e-12
"9382",128,97,6.00852700927135e-12
"9383",88,104,6.00852700927135e-12
"9384",86,109,6.00852700927135e-12
"9385",123,109,6.00852700927135e-12
"9386",95,110,6.00852700927135e-12
"9387",109,123,6.00852700927135e-12
"9388",97,128,6.00852700927135e-12
"9389",59,134,6.00852700927135e-12
"9390",141,137,6.00852700927135e-12
"9391",45,138,6.00852700927135e-12
"9392",137,141,6.00852700927135e-12
"9393",13,143,6.00852700927135e-12
"9394",62,143,6.00852700927135e-12
"9395",16,147,6.00852700927135e-12
"9396",20,150,6.00852700927135e-12
"9397",46,150,6.00852700927135e-12
"9398",30,157,6.00852700927135e-12
"9399",90,163,6.00852700927135e-12
"9400",92,164,6.00852700927135e-12
"9401",164,5,1.20170540185427e-11
"9402",141,7,1.20170540185427e-11
"9403",151,13,1.20170540185427e-11
"9404",134,17,1.20170540185427e-11
"9405",64,19,1.20170540185427e-11
"9406",152,19,1.20170540185427e-11
"9407",68,21,1.20170540185427e-11
"9408",64,22,1.20170540185427e-11
"9409",70,22,1.20170540185427e-11
"9410",79,22,1.20170540185427e-11
"9411",83,22,1.20170540185427e-11
"9412",143,23,1.20170540185427e-11
"9413",40,29,1.20170540185427e-11
"9414",61,31,1.20170540185427e-11
"9415",140,31,1.20170540185427e-11
"9416",29,40,1.20170540185427e-11
"9417",50,44,1.20170540185427e-11
"9418",57,46,1.20170540185427e-11
"9419",91,46,1.20170540185427e-11
"9420",93,48,1.20170540185427e-11
"9421",44,50,1.20170540185427e-11
"9422",150,55,1.20170540185427e-11
"9423",141,56,1.20170540185427e-11
"9424",46,57,1.20170540185427e-11
"9425",144,59,1.20170540185427e-11
"9426",163,60,1.20170540185427e-11
"9427",31,61,1.20170540185427e-11
"9428",19,64,1.20170540185427e-11
"9429",22,64,1.20170540185427e-11
"9430",94,65,1.20170540185427e-11
"9431",21,68,1.20170540185427e-11
"9432",106,69,1.20170540185427e-11
"9433",22,70,1.20170540185427e-11
"9434",73,72,1.20170540185427e-11
"9435",82,72,1.20170540185427e-11
"9436",72,73,1.20170540185427e-11
"9437",22,79,1.20170540185427e-11
"9438",141,80,1.20170540185427e-11
"9439",72,82,1.20170540185427e-11
"9440",22,83,1.20170540185427e-11
"9441",139,85,1.20170540185427e-11
"9442",147,85,1.20170540185427e-11
"9443",46,91,1.20170540185427e-11
"9444",48,93,1.20170540185427e-11
"9445",65,94,1.20170540185427e-11
"9446",122,97,1.20170540185427e-11
"9447",69,106,1.20170540185427e-11
"9448",133,107,1.20170540185427e-11
"9449",137,110,1.20170540185427e-11
"9450",148,110,1.20170540185427e-11
"9451",97,122,1.20170540185427e-11
"9452",107,133,1.20170540185427e-11
"9453",17,134,1.20170540185427e-11
"9454",110,137,1.20170540185427e-11
"9455",85,139,1.20170540185427e-11
"9456",31,140,1.20170540185427e-11
"9457",7,141,1.20170540185427e-11
"9458",56,141,1.20170540185427e-11
"9459",80,141,1.20170540185427e-11
"9460",23,143,1.20170540185427e-11
"9461",59,144,1.20170540185427e-11
"9462",85,147,1.20170540185427e-11
"9463",110,148,1.20170540185427e-11
"9464",55,150,1.20170540185427e-11
"9465",13,151,1.20170540185427e-11
"9466",19,152,1.20170540185427e-11
"9467",164,156,1.20170540185427e-11
"9468",60,163,1.20170540185427e-11
"9469",5,164,1.20170540185427e-11
"9470",156,164,1.20170540185427e-11
"9471",100,13,1.8025581027814e-11
"9472",144,20,1.8025581027814e-11
"9473",162,55,1.8025581027814e-11
"9474",148,57,1.8025581027814e-11
"9475",90,59,1.8025581027814e-11
"9476",82,69,1.8025581027814e-11
"9477",85,73,1.8025581027814e-11
"9478",69,82,1.8025581027814e-11
"9479",73,85,1.8025581027814e-11
"9480",59,90,1.8025581027814e-11
"9481",13,100,1.8025581027814e-11
"9482",146,143,1.8025581027814e-11
"9483",20,144,1.8025581027814e-11
"9484",143,146,1.8025581027814e-11
"9485",57,148,1.8025581027814e-11
"9486",55,162,1.8025581027814e-11
"9487",141,3,2.40341080370854e-11
"9488",82,9,2.40341080370854e-11
"9489",71,14,2.40341080370854e-11
"9490",96,18,2.40341080370854e-11
"9491",152,20,2.40341080370854e-11
"9492",162,20,2.40341080370854e-11
"9493",158,21,2.40341080370854e-11
"9494",147,30,2.40341080370854e-11
"9495",35,33,2.40341080370854e-11
"9496",86,33,2.40341080370854e-11
"9497",33,35,2.40341080370854e-11
"9498",105,46,2.40341080370854e-11
"9499",107,46,2.40341080370854e-11
"9500",159,48,2.40341080370854e-11
"9501",96,50,2.40341080370854e-11
"9502",140,51,2.40341080370854e-11
"9503",136,55,2.40341080370854e-11
"9504",110,69,2.40341080370854e-11
"9505",14,71,2.40341080370854e-11
"9506",9,82,2.40341080370854e-11
"9507",33,86,2.40341080370854e-11
"9508",143,90,2.40341080370854e-11
"9509",18,96,2.40341080370854e-11
"9510",50,96,2.40341080370854e-11
"9511",137,98,2.40341080370854e-11
"9512",123,104,2.40341080370854e-11
"9513",46,105,2.40341080370854e-11
"9514",157,105,2.40341080370854e-11
"9515",46,107,2.40341080370854e-11
"9516",69,110,2.40341080370854e-11
"9517",104,123,2.40341080370854e-11
"9518",128,127,2.40341080370854e-11
"9519",127,128,2.40341080370854e-11
"9520",55,136,2.40341080370854e-11
"9521",98,137,2.40341080370854e-11
"9522",51,140,2.40341080370854e-11
"9523",3,141,2.40341080370854e-11
"9524",90,143,2.40341080370854e-11
"9525",30,147,2.40341080370854e-11
"9526",20,152,2.40341080370854e-11
"9527",105,157,2.40341080370854e-11
"9528",21,158,2.40341080370854e-11
"9529",48,159,2.40341080370854e-11
"9530",20,162,2.40341080370854e-11
"9531",163,10,3.00426350463567e-11
"9532",147,17,3.00426350463567e-11
"9533",20,19,3.00426350463567e-11
"9534",19,20,3.00426350463567e-11
"9535",146,20,3.00426350463567e-11
"9536",121,95,3.00426350463567e-11
"9537",95,121,3.00426350463567e-11
"9538",20,146,3.00426350463567e-11
"9539",17,147,3.00426350463567e-11
"9540",10,163,3.00426350463567e-11
"9541",34,16,3.60511620556281e-11
"9542",84,21,3.60511620556281e-11
"9543",101,31,3.60511620556281e-11
"9544",37,33,3.60511620556281e-11
"9545",16,34,3.60511620556281e-11
"9546",33,37,3.60511620556281e-11
"9547",79,44,3.60511620556281e-11
"9548",83,44,3.60511620556281e-11
"9549",147,56,3.60511620556281e-11
"9550",107,65,3.60511620556281e-11
"9551",44,79,3.60511620556281e-11
"9552",44,83,3.60511620556281e-11
"9553",21,84,3.60511620556281e-11
"9554",105,87,3.60511620556281e-11
"9555",120,89,3.60511620556281e-11
"9556",143,96,3.60511620556281e-11
"9557",31,101,3.60511620556281e-11
"9558",87,105,3.60511620556281e-11
"9559",122,106,3.60511620556281e-11
"9560",65,107,3.60511620556281e-11
"9561",132,113,3.60511620556281e-11
"9562",89,120,3.60511620556281e-11
"9563",106,122,3.60511620556281e-11
"9564",113,132,3.60511620556281e-11
"9565",161,141,3.60511620556281e-11
"9566",96,143,3.60511620556281e-11
"9567",56,147,3.60511620556281e-11
"9568",141,161,3.60511620556281e-11
"9569",38,30,4.20596890648994e-11
"9570",30,38,4.20596890648994e-11
"9571",57,52,4.20596890648994e-11
"9572",57,54,4.20596890648994e-11
"9573",87,56,4.20596890648994e-11
"9574",52,57,4.20596890648994e-11
"9575",54,57,4.20596890648994e-11
"9576",56,87,4.20596890648994e-11
"9577",52,46,4.80682160741708e-11
"9578",107,50,4.80682160741708e-11
"9579",110,51,4.80682160741708e-11
"9580",46,52,4.80682160741708e-11
"9581",79,52,4.80682160741708e-11
"9582",83,52,4.80682160741708e-11
"9583",52,79,4.80682160741708e-11
"9584",52,83,4.80682160741708e-11
"9585",129,89,4.80682160741708e-11
"9586",50,107,4.80682160741708e-11
"9587",51,110,4.80682160741708e-11
"9588",89,129,4.80682160741708e-11
"9589",161,158,4.80682160741708e-11
"9590",158,161,4.80682160741708e-11
"9591",152,35,5.40767430834421e-11
"9592",119,103,5.40767430834421e-11
"9593",103,119,5.40767430834421e-11
"9594",35,152,5.40767430834421e-11
"9595",156,2,6.00852700927135e-11
"9596",56,17,6.00852700927135e-11
"9597",99,51,6.00852700927135e-11
"9598",17,56,6.00852700927135e-11
"9599",110,67,6.00852700927135e-11
"9600",78,69,6.00852700927135e-11
"9601",101,76,6.00852700927135e-11
"9602",69,78,6.00852700927135e-11
"9603",91,84,6.00852700927135e-11
"9604",84,91,6.00852700927135e-11
"9605",51,99,6.00852700927135e-11
"9606",76,101,6.00852700927135e-11
"9607",67,110,6.00852700927135e-11
"9608",147,144,6.00852700927135e-11
"9609",159,146,6.00852700927135e-11
"9610",144,147,6.00852700927135e-11
"9611",163,152,6.00852700927135e-11
"9612",2,156,6.00852700927135e-11
"9613",146,159,6.00852700927135e-11
"9614",152,163,6.00852700927135e-11
"9615",96,1,7.21023241112562e-11
"9616",33,6,7.21023241112562e-11
"9617",160,21,7.21023241112562e-11
"9618",6,33,7.21023241112562e-11
"9619",64,35,7.21023241112562e-11
"9620",70,46,7.21023241112562e-11
"9621",35,64,7.21023241112562e-11
"9622",46,70,7.21023241112562e-11
"9623",96,77,7.21023241112562e-11
"9624",1,96,7.21023241112562e-11
"9625",77,96,7.21023241112562e-11
"9626",21,160,7.21023241112562e-11
"9627",140,110,7.81108511205275e-11
"9628",110,140,7.81108511205275e-11
"9629",84,17,8.41193781297989e-11
"9630",150,19,8.41193781297989e-11
"9631",141,57,8.41193781297989e-11
"9632",76,69,8.41193781297989e-11
"9633",69,76,8.41193781297989e-11
"9634",17,84,8.41193781297989e-11
"9635",123,112,8.41193781297989e-11
"9636",112,123,8.41193781297989e-11
"9637",57,141,8.41193781297989e-11
"9638",19,150,8.41193781297989e-11
"9639",62,17,9.61364321483416e-11
"9640",17,62,9.61364321483416e-11
"9641",70,63,9.61364321483416e-11
"9642",63,70,9.61364321483416e-11
"9643",138,89,9.61364321483416e-11
"9644",119,91,9.61364321483416e-11
"9645",91,119,9.61364321483416e-11
"9646",89,138,9.61364321483416e-11
"9647",48,27,1.02144959157613e-10
"9648",27,48,1.02144959157613e-10
"9649",163,141,1.02144959157613e-10
"9650",141,163,1.02144959157613e-10
"9651",67,13,1.08153486166884e-10
"9652",84,22,1.08153486166884e-10
"9653",49,35,1.08153486166884e-10
"9654",35,49,1.08153486166884e-10
"9655",13,67,1.08153486166884e-10
"9656",93,76,1.08153486166884e-10
"9657",22,84,1.08153486166884e-10
"9658",76,93,1.08153486166884e-10
"9659",143,97,1.08153486166884e-10
"9660",141,110,1.08153486166884e-10
"9661",110,141,1.08153486166884e-10
"9662",97,143,1.08153486166884e-10
"9663",69,13,1.14162013176156e-10
"9664",145,58,1.14162013176156e-10
"9665",13,69,1.14162013176156e-10
"9666",58,145,1.14162013176156e-10
"9667",33,23,1.20170540185427e-10
"9668",23,33,1.20170540185427e-10
"9669",101,51,1.20170540185427e-10
"9670",138,88,1.20170540185427e-10
"9671",153,95,1.20170540185427e-10
"9672",155,95,1.20170540185427e-10
"9673",51,101,1.20170540185427e-10
"9674",88,138,1.20170540185427e-10
"9675",95,153,1.20170540185427e-10
"9676",95,155,1.20170540185427e-10
"9677",58,47,1.26179067194698e-10
"9678",47,58,1.26179067194698e-10
"9679",145,99,1.26179067194698e-10
"9680",99,145,1.26179067194698e-10
"9681",149,13,1.3218759420397e-10
"9682",46,35,1.3218759420397e-10
"9683",35,46,1.3218759420397e-10
"9684",92,60,1.3218759420397e-10
"9685",60,92,1.3218759420397e-10
"9686",120,119,1.3218759420397e-10
"9687",119,120,1.3218759420397e-10
"9688",13,149,1.3218759420397e-10
"9689",143,95,1.38196121213241e-10
"9690",95,143,1.38196121213241e-10
"9691",156,14,1.44204648222512e-10
"9692",149,24,1.44204648222512e-10
"9693",75,40,1.44204648222512e-10
"9694",40,75,1.44204648222512e-10
"9695",150,99,1.44204648222512e-10
"9696",24,149,1.44204648222512e-10
"9697",99,150,1.44204648222512e-10
"9698",14,156,1.44204648222512e-10
"9699",97,18,1.50213175231784e-10
"9700",42,39,1.50213175231784e-10
"9701",39,42,1.50213175231784e-10
"9702",18,97,1.50213175231784e-10
"9703",43,12,1.56221702241055e-10
"9704",156,21,1.56221702241055e-10
"9705",163,30,1.56221702241055e-10
"9706",42,36,1.56221702241055e-10
"9707",36,42,1.56221702241055e-10
"9708",12,43,1.56221702241055e-10
"9709",21,156,1.56221702241055e-10
"9710",30,163,1.56221702241055e-10
"9711",153,17,1.62230229250326e-10
"9712",133,19,1.62230229250326e-10
"9713",135,40,1.62230229250326e-10
"9714",148,56,1.62230229250326e-10
"9715",19,133,1.62230229250326e-10
"9716",40,135,1.62230229250326e-10
"9717",56,148,1.62230229250326e-10
"9718",17,153,1.62230229250326e-10
"9719",155,17,1.68238756259598e-10
"9720",106,67,1.68238756259598e-10
"9721",67,106,1.68238756259598e-10
"9722",17,155,1.68238756259598e-10
"9723",138,20,1.8025581027814e-10
"9724",55,25,1.8025581027814e-10
"9725",25,55,1.8025581027814e-10
"9726",20,138,1.8025581027814e-10
"9727",79,33,1.86264337287412e-10
"9728",83,33,1.86264337287412e-10
"9729",33,79,1.86264337287412e-10
"9730",33,83,1.86264337287412e-10
"9731",43,4,1.92272864296683e-10
"9732",32,11,1.92272864296683e-10
"9733",11,32,1.92272864296683e-10
"9734",81,32,1.92272864296683e-10
"9735",85,34,1.92272864296683e-10
"9736",4,43,1.92272864296683e-10
"9737",49,45,1.92272864296683e-10
"9738",45,49,1.92272864296683e-10
"9739",153,56,1.92272864296683e-10
"9740",155,56,1.92272864296683e-10
"9741",163,78,1.92272864296683e-10
"9742",32,81,1.92272864296683e-10
"9743",34,85,1.92272864296683e-10
"9744",56,153,1.92272864296683e-10
"9745",56,155,1.92272864296683e-10
"9746",78,163,1.92272864296683e-10
"9747",128,92,1.98281391305954e-10
"9748",92,128,1.98281391305954e-10
"9749",156,55,2.04289918315226e-10
"9750",153,68,2.04289918315226e-10
"9751",155,68,2.04289918315226e-10
"9752",130,114,2.04289918315226e-10
"9753",114,130,2.04289918315226e-10
"9754",68,153,2.04289918315226e-10
"9755",68,155,2.04289918315226e-10
"9756",55,156,2.04289918315226e-10
"9757",162,151,2.10298445324497e-10
"9758",151,162,2.10298445324497e-10
"9759",159,56,2.16306972333768e-10
"9760",147,62,2.16306972333768e-10
"9761",62,147,2.16306972333768e-10
"9762",56,159,2.16306972333768e-10
"9763",71,18,2.2231549934304e-10
"9764",18,71,2.2231549934304e-10
"9765",72,4,2.28324026352311e-10
"9766",82,10,2.28324026352311e-10
"9767",64,45,2.28324026352311e-10
"9768",45,64,2.28324026352311e-10
"9769",4,72,2.28324026352311e-10
"9770",10,82,2.28324026352311e-10
"9771",148,89,2.28324026352311e-10
"9772",89,148,2.28324026352311e-10
"9773",144,143,2.34332553361583e-10
"9774",143,144,2.34332553361583e-10
"9775",132,106,2.40341080370854e-10
"9776",106,132,2.40341080370854e-10
"9777",96,66,2.52358134389397e-10
"9778",66,96,2.52358134389397e-10
"9779",142,74,2.70383715417211e-10
"9780",74,142,2.70383715417211e-10
"9781",25,11,2.76392242426482e-10
"9782",11,25,2.76392242426482e-10
"9783",81,25,2.76392242426482e-10
"9784",25,81,2.76392242426482e-10
"9785",91,48,2.88409296445025e-10
"9786",48,91,2.88409296445025e-10
"9787",75,23,3.1244340448211e-10
"9788",23,75,3.1244340448211e-10
"9789",109,101,3.1244340448211e-10
"9790",101,109,3.1244340448211e-10
"9791",88,19,3.18451931491381e-10
"9792",76,22,3.18451931491381e-10
"9793",22,76,3.18451931491381e-10
"9794",19,88,3.18451931491381e-10
"9795",44,30,3.30468985509924e-10
"9796",30,44,3.30468985509924e-10
"9797",112,95,3.30468985509924e-10
"9798",95,112,3.30468985509924e-10
"9799",143,17,3.36477512519195e-10
"9800",137,70,3.36477512519195e-10
"9801",70,137,3.36477512519195e-10
"9802",17,143,3.36477512519195e-10
"9803",148,88,3.42486039528467e-10
"9804",88,148,3.42486039528467e-10
"9805",92,76,3.54503093547009e-10
"9806",76,92,3.54503093547009e-10
"9807",129,97,3.66520147565552e-10
"9808",97,129,3.66520147565552e-10
"9809",111,86,3.72528674574824e-10
"9810",86,111,3.72528674574824e-10
"9811",117,12,3.78537201584095e-10
"9812",12,117,3.78537201584095e-10
"9813",71,26,3.96562782611909e-10
"9814",26,71,3.96562782611909e-10
"9815",137,5,4.08579836630452e-10
"9816",92,15,4.08579836630452e-10
"9817",95,15,4.08579836630452e-10
"9818",147,78,4.08579836630452e-10
"9819",15,92,4.08579836630452e-10
"9820",15,95,4.08579836630452e-10
"9821",5,137,4.08579836630452e-10
"9822",78,147,4.08579836630452e-10
"9823",88,24,4.14588363639723e-10
"9824",35,32,4.14588363639723e-10
"9825",32,35,4.14588363639723e-10
"9826",24,88,4.14588363639723e-10
"9827",61,6,4.20596890648994e-10
"9828",6,61,4.20596890648994e-10
"9829",96,7,4.4463099868608e-10
"9830",164,64,4.4463099868608e-10
"9831",96,80,4.4463099868608e-10
"9832",7,96,4.4463099868608e-10
"9833",80,96,4.4463099868608e-10
"9834",158,149,4.4463099868608e-10
"9835",149,158,4.4463099868608e-10
"9836",64,164,4.4463099868608e-10
"9837",63,17,4.56648052704622e-10
"9838",32,26,4.56648052704622e-10
"9839",26,32,4.56648052704622e-10
"9840",17,63,4.56648052704622e-10
"9841",140,75,4.56648052704622e-10
"9842",75,140,4.56648052704622e-10
"9843",125,104,4.62656579713894e-10
"9844",104,125,4.62656579713894e-10
"9845",70,21,4.74673633732436e-10
"9846",21,70,4.74673633732436e-10
"9847",50,19,4.80682160741708e-10
"9848",19,50,4.80682160741708e-10
"9849",164,69,4.80682160741708e-10
"9850",151,89,4.80682160741708e-10
"9851",89,151,4.80682160741708e-10
"9852",69,164,4.80682160741708e-10
"9853",47,2,4.86690687750979e-10
"9854",68,12,4.86690687750979e-10
"9855",2,47,4.86690687750979e-10
"9856",12,68,4.86690687750979e-10
"9857",63,13,4.9269921476025e-10
"9858",13,63,4.9269921476025e-10
"9859",122,96,4.9269921476025e-10
"9860",96,122,4.9269921476025e-10
"9861",45,9,5.04716268778793e-10
"9862",9,45,5.04716268778793e-10
"9863",164,67,5.04716268778793e-10
"9864",67,164,5.04716268778793e-10
"9865",154,2,5.16733322797336e-10
"9866",2,154,5.16733322797336e-10
"9867",103,14,5.28750376815879e-10
"9868",14,103,5.28750376815879e-10
"9869",46,25,5.3475890382515e-10
"9870",25,46,5.3475890382515e-10
"9871",111,71,5.52784484852964e-10
"9872",71,111,5.52784484852964e-10
"9873",31,18,5.64801538871507e-10
"9874",18,31,5.64801538871507e-10
"9875",162,94,5.64801538871507e-10
"9876",94,162,5.64801538871507e-10
"9877",82,74,5.94844173917863e-10
"9878",74,82,5.94844173917863e-10
"9879",165,30,6.12869754945677e-10
"9880",30,165,6.12869754945677e-10
"9881",17,1,6.2488680896422e-10
"9882",1,17,6.2488680896422e-10
"9883",77,17,6.2488680896422e-10
"9884",17,77,6.2488680896422e-10
"9885",164,65,6.84972079056934e-10
"9886",65,164,6.84972079056934e-10
"9887",11,2,6.90980606066205e-10
"9888",81,2,6.90980606066205e-10
"9889",2,11,6.90980606066205e-10
"9890",2,81,6.90980606066205e-10
"9891",110,86,7.1501471410329e-10
"9892",86,110,7.1501471410329e-10
"9893",97,76,7.21023241112562e-10
"9894",76,97,7.21023241112562e-10
"9895",142,137,7.21023241112562e-10
"9896",137,142,7.21023241112562e-10
"9897",86,63,7.45057349149647e-10
"9898",63,86,7.45057349149647e-10
"9899",162,57,7.5707440316819e-10
"9900",78,67,7.5707440316819e-10
"9901",67,78,7.5707440316819e-10
"9902",57,162,7.5707440316819e-10
"9903",153,30,7.81108511205275e-10
"9904",155,30,7.81108511205275e-10
"9905",30,153,7.81108511205275e-10
"9906",30,155,7.81108511205275e-10
"9907",107,9,7.93125565223818e-10
"9908",153,16,7.93125565223818e-10
"9909",155,16,7.93125565223818e-10
"9910",46,44,7.93125565223818e-10
"9911",44,46,7.93125565223818e-10
"9912",9,107,7.93125565223818e-10
"9913",16,153,7.93125565223818e-10
"9914",16,155,7.93125565223818e-10
"9915",33,1,8.05142619242361e-10
"9916",1,33,8.05142619242361e-10
"9917",77,33,8.05142619242361e-10
"9918",33,77,8.05142619242361e-10
"9919",109,95,8.29176727279446e-10
"9920",95,109,8.29176727279446e-10
"9921",91,65,8.41193781297989e-10
"9922",65,91,8.41193781297989e-10
"9923",32,29,8.53210835316531e-10
"9924",29,32,8.53210835316531e-10
"9925",41,34,8.59219362325803e-10
"9926",34,41,8.59219362325803e-10
"9927",160,110,8.71236416344345e-10
"9928",110,160,8.71236416344345e-10
"9929",130,97,8.77244943353617e-10
"9930",97,130,8.77244943353617e-10
"9931",38,21,8.83253470362888e-10
"9932",21,38,8.83253470362888e-10
"9933",23,14,9.01279051390702e-10
"9934",14,23,9.01279051390702e-10
"9935",102,53,9.25313159427787e-10
"9936",98,89,9.25313159427787e-10
"9937",89,98,9.25313159427787e-10
"9938",53,102,9.25313159427787e-10
"9939",157,5,9.31321686437059e-10
"9940",5,157,9.31321686437059e-10
"9941",47,21,9.97415483539044e-10
"9942",21,47,9.97415483539044e-10
"9943",49,24,1.00342401054831e-09
"9944",24,49,1.00342401054831e-09
"9945",98,56,1.00943253755759e-09
"9946",134,89,1.00943253755759e-09
"9947",56,98,1.00943253755759e-09
"9948",89,134,1.00943253755759e-09
"9949",145,60,1.02144959157613e-09
"9950",60,145,1.02144959157613e-09
"9951",156,104,1.03346664559467e-09
"9952",128,106,1.03346664559467e-09
"9953",106,128,1.03346664559467e-09
"9954",104,156,1.03346664559467e-09
"9955",164,50,1.05149222662249e-09
"9956",50,164,1.05149222662249e-09
"9957",84,78,1.08153486166884e-09
"9958",78,84,1.08153486166884e-09
"9959",101,24,1.09355191568739e-09
"9960",24,101,1.09355191568739e-09
"9961",155,99,1.09956044269666e-09
"9962",99,155,1.09956044269666e-09
"9963",25,12,1.10556896970593e-09
"9964",12,25,1.10556896970593e-09
"9965",56,53,1.10556896970593e-09
"9966",53,56,1.10556896970593e-09
"9967",164,66,1.10556896970593e-09
"9968",66,164,1.10556896970593e-09
"9969",153,99,1.1115774967152e-09
"9970",99,153,1.1115774967152e-09
"9971",63,30,1.13561160475228e-09
"9972",30,63,1.13561160475228e-09
"9973",101,40,1.14762865877083e-09
"9974",40,101,1.14762865877083e-09
"9975",86,24,1.15964571278937e-09
"9976",24,86,1.15964571278937e-09
"9977",140,2,1.20170540185427e-09
"9978",104,51,1.20170540185427e-09
"9979",51,104,1.20170540185427e-09
"9980",2,140,1.20170540185427e-09
"9981",131,105,1.21372245587281e-09
"9982",105,131,1.21372245587281e-09
"9983",144,19,1.21973098288208e-09
"9984",19,144,1.21973098288208e-09
"9985",141,130,1.2377565639099e-09
"9986",130,141,1.2377565639099e-09
"9987",58,53,1.24376509091917e-09
"9988",53,58,1.24376509091917e-09
"9989",65,18,1.24977361792844e-09
"9990",18,65,1.24977361792844e-09
"9991",164,91,1.30385036101188e-09
"9992",91,164,1.30385036101188e-09
"9993",105,82,1.31586741503043e-09
"9994",82,105,1.31586741503043e-09
"9995",118,112,1.32788446904897e-09
"9996",112,118,1.32788446904897e-09
"9997",138,35,1.34591005007678e-09
"9998",35,138,1.34591005007678e-09
"9999",134,71,1.41801237418804e-09
"10000",71,134,1.41801237418804e-09
"10001",138,56,1.43002942820658e-09
"10002",56,138,1.43002942820658e-09
"10003",71,10,1.44204648222512e-09
"10004",10,71,1.44204648222512e-09
"10005",57,3,1.45406353624367e-09
"10006",3,57,1.45406353624367e-09
"10007",143,16,1.47809764428075e-09
"10008",16,143,1.47809764428075e-09
"10009",148,99,1.52015733334565e-09
"10010",99,148,1.52015733334565e-09
"10011",143,30,1.53217438736419e-09
"10012",30,143,1.53217438736419e-09
"10013",149,86,1.56221702241055e-09
"10014",86,149,1.56221702241055e-09
"10015",114,93,1.57423407642909e-09
"10016",93,114,1.57423407642909e-09
"10017",85,52,1.59826818446618e-09
"10018",52,85,1.59826818446618e-09
"10019",141,109,1.62230229250326e-09
"10020",109,141,1.62230229250326e-09
"10021",152,55,1.64633640054035e-09
"10022",55,152,1.64633640054035e-09
"10023",67,19,1.68238756259598e-09
"10024",19,67,1.68238756259598e-09
"10025",148,22,1.69440461661452e-09
"10026",22,148,1.69440461661452e-09
"10027",157,134,1.70041314362379e-09
"10028",134,157,1.70041314362379e-09
"10029",22,8,1.73045577867015e-09
"10030",8,22,1.73045577867015e-09
"10031",49,27,1.73045577867015e-09
"10032",27,49,1.73045577867015e-09
"10033",163,46,1.77852399474432e-09
"10034",143,56,1.77852399474432e-09
"10035",56,143,1.77852399474432e-09
"10036",46,163,1.77852399474432e-09
"10037",164,102,1.79654957577213e-09
"10038",102,164,1.79654957577213e-09
"10039",107,8,1.8866774809112e-09
"10040",8,107,1.8866774809112e-09
"10041",147,95,1.89869453492975e-09
"10042",95,147,1.89869453492975e-09
"10043",107,10,1.92272864296683e-09
"10044",10,107,1.92272864296683e-09
"10045",105,2,1.98281391305954e-09
"10046",2,105,1.98281391305954e-09
"10047",164,56,1.99483096707809e-09
"10048",56,164,1.99483096707809e-09
"10049",105,86,2.04289918315226e-09
"10050",86,105,2.04289918315226e-09
"10051",103,7,2.06693329118934e-09
"10052",160,27,2.06693329118934e-09
"10053",75,68,2.06693329118934e-09
"10054",68,75,2.06693329118934e-09
"10055",103,80,2.06693329118934e-09
"10056",7,103,2.06693329118934e-09
"10057",80,103,2.06693329118934e-09
"10058",27,160,2.06693329118934e-09
"10059",55,43,2.08495887221716e-09
"10060",43,55,2.08495887221716e-09
"10061",60,6,2.10899298025424e-09
"10062",6,60,2.10899298025424e-09
"10063",30,26,2.11500150726351e-09
"10064",26,30,2.11500150726351e-09
"10065",152,46,2.23517204744894e-09
"10066",46,152,2.23517204744894e-09
"10067",158,154,2.27122320950457e-09
"10068",154,158,2.27122320950457e-09
"10069",157,17,2.31328289856947e-09
"10070",17,157,2.31328289856947e-09
"10071",37,34,2.31929142557874e-09
"10072",34,37,2.31929142557874e-09
"10073",84,44,2.31929142557874e-09
"10074",44,84,2.31929142557874e-09
"10075",103,75,2.45147901978271e-09
"10076",75,103,2.45147901978271e-09
"10077",49,44,2.46349607380125e-09
"10078",44,49,2.46349607380125e-09
"10079",107,76,2.48753018183834e-09
"10080",152,99,2.48753018183834e-09
"10081",76,107,2.48753018183834e-09
"10082",99,152,2.48753018183834e-09
"10083",65,6,2.51156428987542e-09
"10084",6,65,2.51156428987542e-09
"10085",23,18,2.53559839791251e-09
"10086",18,23,2.53559839791251e-09
"10087",158,27,2.58366661398668e-09
"10088",27,158,2.58366661398668e-09
"10089",107,74,2.63173483006085e-09
"10090",74,107,2.63173483006085e-09
"10091",104,59,2.69182010015356e-09
"10092",59,104,2.69182010015356e-09
"10093",135,127,2.73988831622773e-09
"10094",127,135,2.73988831622773e-09
"10095",138,47,2.8300162213668e-09
"10096",47,138,2.8300162213668e-09
"10097",115,91,2.94417823454296e-09
"10098",91,115,2.94417823454296e-09
"10099",117,95,3.03430613968203e-09
"10100",95,117,3.03430613968203e-09
"10101",40,22,3.06434877472839e-09
"10102",22,40,3.06434877472839e-09
"10103",90,11,3.1244340448211e-09
"10104",90,81,3.1244340448211e-09
"10105",11,90,3.1244340448211e-09
"10106",81,90,3.1244340448211e-09
